run,n_clouds,slope_real,slope_mirror,D_real,D_mirror,R2_real,R2_mirror,delta_D,delta_slope,delta_R2
159,187,0.6873062438888565,0.6943412668653428,1.374612487777713,1.3886825337306856,0.9258347874161226,0.965200088077183,-0.014070045952972565,-0.007035022976486283,-0.039365300661060476
160,187,0.6457915747505968,0.6880849653694584,1.2915831495011936,1.3761699307389168,0.9317048039959548,0.9710911026955339,-0.08458678123772323,-0.042293390618861615,-0.0393862986995791
161,191,0.6723112249836221,0.6884128367069043,1.3446224499672441,1.3768256734138087,0.9369644461259086,0.9749018502157049,-0.032203223446564566,-0.016101611723282283,-0.03793740408979629
162,182,0.6422701772532698,0.6894399138634291,1.2845403545065397,1.3788798277268581,0.9095385387053018,0.9601061911366315,-0.09433947322031844,-0.04716973661015922,-0.05056765243132977
163,190,0.6473917724864253,0.6937435854506854,1.2947835449728506,1.3874871709013707,0.9236738764357928,0.9730439967492294,-0.0927036259285201,-0.04635181296426005,-0.04937012031343657
164,203,0.6715467850513234,0.6874100472585288,1.3430935701026467,1.3748200945170577,0.9302467548497694,0.9606031411195111,-0.03172652441441093,-0.015863262207205464,-0.030356386269741686
165,206,0.6707224741665421,0.704260574050438,1.3414449483330841,1.408521148100876,0.9326904173118432,0.9702426596686214,-0.06707619976779178,-0.03353809988389589,-0.03755224235677823
166,195,0.6686618518269815,0.6936234566101241,1.337323703653963,1.3872469132202483,0.900390976691029,0.9591149903852823,-0.049923209566285376,-0.024961604783142688,-0.058724013694253285
167,167,0.692219291033446,0.6880225545438726,1.384438582066892,1.3760451090877452,0.9393446050431776,0.9715856405023924,0.008393472979146832,0.004196736489573416,-0.03224103545921475
168,188,0.6680144920711231,0.7026386681277219,1.3360289841422461,1.4052773362554438,0.9186487171003249,0.9595797863143317,-0.06924835211319769,-0.03462417605659884,-0.0409310692140068
169,184,0.6607771064068172,0.6983444437168106,1.3215542128136344,1.3966888874336212,0.919631071555175,0.9703210599053144,-0.0751346746199868,-0.0375673373099934,-0.05068998835013938
170,211,0.6747174836816154,0.6924045689982073,1.3494349673632309,1.3848091379964147,0.9109271570885463,0.9620108525136626,-0.03537417063318382,-0.01768708531659191,-0.05108369542511626
171,222,0.654933684728332,0.6776949396239004,1.309867369456664,1.3553898792478007,0.9137082860075548,0.9603900761974886,-0.0455225097911367,-0.02276125489556835,-0.04668179018993379
172,162,0.6569489296165977,0.6884265712849068,1.3138978592331954,1.3768531425698136,0.9334237027383331,0.96908078320102,-0.06295528333661826,-0.03147764166830913,-0.035657080462686896
173,165,0.6736556554732852,0.6681034774735719,1.3473113109465704,1.3362069549471438,0.9430947254638575,0.9721742757612981,0.011104355999426607,0.005552177999713304,-0.02907955029744058
174,199,0.6342547345338522,0.7079687643595618,1.2685094690677043,1.4159375287191236,0.9150982296769465,0.9670176114809576,-0.14742805965141925,-0.07371402982570963,-0.05191938180401101
175,192,0.6650836944051551,0.683517564295099,1.3301673888103103,1.367035128590198,0.9380139719490855,0.9635114023537076,-0.036867739779887776,-0.018433869889943888,-0.025497430404622046
176,183,0.6825842173057528,0.6954950473384228,1.3651684346115056,1.3909900946768456,0.9407475198019619,0.9740228422057656,-0.025821660065340035,-0.012910830032670018,-0.03327532240380371
177,197,0.6423306944548873,0.6960359149330586,1.2846613889097747,1.3920718298661172,0.8955252210547667,0.9673464314186787,-0.10741044095634256,-0.05370522047817128,-0.07182121036391198
178,215,0.6742545265169881,0.694669340783554,1.3485090530339763,1.389338681567108,0.9229650726045536,0.9766076680944771,-0.04082962853313177,-0.020414814266565884,-0.05364259548992345
179,195,0.6779760341759516,0.693509898603085,1.3559520683519033,1.38701979720617,0.9201455344994037,0.9684301156205779,-0.031067728854266674,-0.015533864427133337,-0.048284581121174175
180,190,0.6458097364881052,0.6890393504670966,1.2916194729762105,1.3780787009341933,0.9155576191160502,0.9755430671373259,-0.08645922795798278,-0.04322961397899139,-0.0599854480212757
181,198,0.6599849522134312,0.6905159269488461,1.3199699044268625,1.3810318538976922,0.9098056598268364,0.964926762438116,-0.06106194947082977,-0.030530974735414884,-0.05512110261127967
182,201,0.6522261208222521,0.6957481214209352,1.3044522416445041,1.3914962428418705,0.9194364807986821,0.9678737672300765,-0.08704400119736633,-0.043522000598683164,-0.04843728643139433
183,191,0.6754566087425541,0.6983125135359376,1.3509132174851082,1.3966250270718752,0.9301138945551602,0.9704516020641745,-0.045711809586767016,-0.022855904793383508,-0.04033770750901422
184,182,0.6842351724418917,0.7042991283826353,1.3684703448837834,1.4085982567652706,0.9324311034339007,0.9734535043110278,-0.04012791188148723,-0.020063955940743616,-0.04102240087712716
185,168,0.651130898914047,0.7028630197887266,1.302261797828094,1.4057260395774531,0.9246076087152901,0.9675602900964999,-0.1034642417493592,-0.0517321208746796,-0.04295268138120978
186,172,0.6774643569155638,0.6914199229714504,1.3549287138311277,1.3828398459429008,0.9435946663104487,0.9599902502713806,-0.027911132111773096,-0.013955566055886548,-0.01639558396093188
187,183,0.6291724830627203,0.6805483721275958,1.2583449661254407,1.3610967442551916,0.9057323268351986,0.9654048699918424,-0.10275177812975089,-0.051375889064875446,-0.05967254315664383
188,193,0.6597958787559859,0.699992768112958,1.3195917575119718,1.399985536225916,0.9252241825285398,0.9676419279901636,-0.08039377871394415,-0.040196889356972076,-0.0424177454616238
189,196,0.6742467599393747,0.6914996619134521,1.3484935198787493,1.3829993238269043,0.9151419345323581,0.9688185736285425,-0.034505803948154945,-0.017252901974077473,-0.053676639096184364
190,172,0.6557307844355883,0.7036763380191814,1.3114615688711766,1.4073526760383628,0.9294466237169503,0.9773073538506126,-0.09589110716718618,-0.04794555358359309,-0.04786073013366232
191,186,0.6723958170147868,0.6929776271410366,1.3447916340295736,1.3859552542820732,0.9162497242105619,0.9669326127506938,-0.041163620252499644,-0.020581810126249822,-0.05068288854013181
192,197,0.6744687550482231,0.6902882610947879,1.3489375100964462,1.3805765221895758,0.9134319091547624,0.9763978947484528,-0.03163901209312958,-0.01581950604656479,-0.06296598559369049
193,190,0.6890302698930421,0.6802869771330123,1.3780605397860841,1.3605739542660247,0.9351164759241505,0.9577166519559233,0.01748658552005944,0.00874329276002972,-0.02260017603177278
194,207,0.6655961502095733,0.6783165960387496,1.3311923004191466,1.3566331920774992,0.9130657429110363,0.961715880631811,-0.025440891658352616,-0.012720445829176308,-0.048650137720774755
195,165,0.6647929139131812,0.6772977959446704,1.3295858278263624,1.3545955918893409,0.9397875364253182,0.9661179894329648,-0.0250097640629785,-0.01250488203148925,-0.02633045300764658
196,169,0.6577409567500726,0.6778416895761885,1.3154819135001452,1.355683379152377,0.9345653896059721,0.9726462864306681,-0.040201465652231816,-0.020100732826115908,-0.03808089682469595
197,185,0.668949239087418,0.6897073655820654,1.337898478174836,1.3794147311641307,0.9154515752106654,0.9728736679748811,-0.04151625298929473,-0.020758126494647366,-0.057422092764215615
198,204,0.7009470144928698,0.6923777547373228,1.4018940289857396,1.3847555094746455,0.9255997994162095,0.9665545819224425,0.01713851951109402,0.00856925975554701,-0.04095478250623297
199,189,0.6735270281423105,0.6878441170722983,1.347054056284621,1.3756882341445966,0.9215544980018195,0.9589266076919998,-0.028634177859975685,-0.014317088929987842,-0.03737210969018023
200,214,0.6562204483394583,0.6893116524650866,1.3124408966789165,1.3786233049301733,0.9088322479955165,0.9666335885312916,-0.06618240825125676,-0.03309120412562838,-0.057801340535775014
201,210,0.665100757541299,0.6913953348924377,1.330201515082598,1.3827906697848753,0.9089713964093304,0.9646384359537308,-0.05258915470227721,-0.026294577351138604,-0.05566703954440033
202,161,0.6733835858016828,0.6886554911783279,1.3467671716033656,1.3773109823566558,0.936573914812927,0.9627696590940741,-0.030543810753290268,-0.015271905376645134,-0.026195744281147126
203,193,0.6640459909780208,0.6941711571859135,1.3280919819560415,1.388342314371827,0.921377170991523,0.9716081862755465,-0.06025033241578548,-0.03012516620789274,-0.050231015284023406
204,197,0.688630835726724,0.6992388652071219,1.377261671453448,1.3984777304142437,0.9087728738510112,0.9711107355665114,-0.021216058960795703,-0.010608029480397851,-0.062337861715500154
205,195,0.6497544542320394,0.6826328657817345,1.2995089084640787,1.365265731563469,0.9231185652875659,0.9526057463568304,-0.06575682309939035,-0.032878411549695175,-0.029487181069264512
206,190,0.6721687187549142,0.6913062513052749,1.3443374375098285,1.3826125026105498,0.9216220467974557,0.9655161609752803,-0.03827506510072132,-0.01913753255036066,-0.04389411417782452
207,178,0.6581743780503316,0.6809243149135115,1.3163487561006633,1.361848629827023,0.9170992961556895,0.9620313365702324,-0.04549987372635966,-0.02274993686317983,-0.044932040414542906
208,193,0.6947464117459198,0.7012698436506176,1.3894928234918396,1.4025396873012352,0.9184571575513901,0.9673714707796892,-0.013046863809395681,-0.006523431904697841,-0.04891431322829909
209,198,0.6579573245786499,0.671352063542756,1.3159146491572997,1.342704127085512,0.9117803277160357,0.9663544189348717,-0.02678947792821229,-0.013394738964106145,-0.05457409121883605
210,197,0.6655837518808256,0.7025079910329863,1.3311675037616513,1.4050159820659727,0.9117981879135003,0.9655249137438091,-0.0738484783043214,-0.0369242391521607,-0.0537267258303088
211,181,0.6681368903313182,0.6970964668666045,1.3362737806626364,1.394192933733209,0.9083093670131892,0.9727900641858693,-0.057919153070572715,-0.028959576535286358,-0.06448069717268012
212,200,0.6373950597424578,0.685032110083415,1.2747901194849156,1.37006422016683,0.9074095201007777,0.9705974686142024,-0.09527410068191444,-0.04763705034095722,-0.06318794851342469
213,180,0.6702874750270342,0.6899371868938572,1.3405749500540685,1.3798743737877144,0.9200341424525783,0.9609129159194181,-0.03929942373364592,-0.01964971186682296,-0.04087877346683977
214,186,0.6720977239758705,0.697940973689493,1.344195447951741,1.395881947378986,0.9119133032092819,0.9744555406816107,-0.051686499427245014,-0.025843249713622507,-0.06254223747232879
215,199,0.6857632845980741,0.696569535590187,1.3715265691961482,1.393139071180374,0.9078833352314045,0.9681790790713029,-0.021612501984225707,-0.010806250992112854,-0.06029574383989833
216,180,0.679462101229762,0.6976415138077023,1.358924202459524,1.3952830276154047,0.930622453896404,0.9731936898638905,-0.036358825155880625,-0.018179412577940313,-0.042571235967486576
217,178,0.6404530538039795,0.6830785136966209,1.280906107607959,1.3661570273932417,0.9203203220677492,0.9669016560687927,-0.08525091978528265,-0.042625459892641326,-0.046581334001043584
218,207,0.6624190561630525,0.6798021790192728,1.324838112326105,1.3596043580385455,0.8993354399089096,0.9600496250303375,-0.03476624571244047,-0.017383122856220234,-0.0607141851214279
219,181,0.6800696713245821,0.6976393734294922,1.3601393426491641,1.3952787468589845,0.9423519727819228,0.9709592672942424,-0.03513940420982031,-0.017569702104910156,-0.02860729451231958
220,177,0.6607067619730018,0.6855471216225117,1.3214135239460036,1.3710942432450235,0.9338980365919762,0.9525725651423936,-0.04968071929901985,-0.024840359649509924,-0.018674528550417402
221,160,0.6733349604920353,0.6957078700655229,1.3466699209840707,1.3914157401310459,0.9277858332142443,0.9721810669774315,-0.044745819146975174,-0.022372909573487587,-0.0443952337631871
222,170,0.6508601980095815,0.6736362431741695,1.301720396019163,1.347272486348339,0.9339208256901005,0.9641387456924059,-0.045552090329175954,-0.022776045164587977,-0.030217920002305387
223,191,0.6362127032566163,0.6918202735084148,1.2724254065132325,1.3836405470168296,0.9200693345539053,0.9730791110908277,-0.11121514050359704,-0.05560757025179852,-0.053009776536922404
224,170,0.6747595068458725,0.7078194808725303,1.349519013691745,1.4156389617450607,0.9313517854187454,0.9689359327481631,-0.06611994805331567,-0.033059974026657835,-0.03758414732941773
225,210,0.6629899000888438,0.6927542488215509,1.3259798001776877,1.3855084976431018,0.9117980428383097,0.9717388272851054,-0.059528697465414115,-0.029764348732707058,-0.059940784446795736
226,215,0.6752170402958471,0.6851563063130672,1.3504340805916941,1.3703126126261345,0.8966585888602208,0.9705077901848954,-0.019878532034440344,-0.009939266017220172,-0.07384920132467465
227,164,0.6357010475335207,0.693911878479276,1.2714020950670415,1.387823756958552,0.9025422623505585,0.9595365347739099,-0.1164216618915106,-0.0582108309457553,-0.05699427242335142
228,169,0.6855019240429697,0.7083128680730401,1.3710038480859394,1.4166257361460801,0.9171318472184774,0.9685561463466952,-0.04562188806014067,-0.022810944030070335,-0.051424299128217776
229,181,0.6643253010712387,0.6973536568147899,1.3286506021424773,1.3947073136295798,0.9311262331670104,0.9749163324543302,-0.06605671148710246,-0.03302835574355123,-0.043790099287319806
230,185,0.6661301980947879,0.6993675533191234,1.3322603961895758,1.3987351066382467,0.938324552574908,0.9688735443783595,-0.06647471044867093,-0.03323735522433546,-0.030548991803451497
231,209,0.6630717523962352,0.6844961435945763,1.3261435047924703,1.3689922871891527,0.9040603804517388,0.9728407189757377,-0.04284878239668233,-0.021424391198341164,-0.0687803385239989
232,186,0.6605150379921527,0.7212223970456773,1.3210300759843054,1.4424447940913545,0.9103930059734425,0.9660987718463793,-0.12141471810704907,-0.060707359053524534,-0.05570576587293674
233,149,0.6701754282611174,0.6935765114286552,1.3403508565222348,1.3871530228573103,0.931755968650525,0.9742134717916092,-0.0468021663350755,-0.02340108316753775,-0.04245750314108421
234,205,0.6605545458940564,0.692071361395171,1.3211090917881128,1.384142722790342,0.9050454682518116,0.9597024448142247,-0.06303363100222925,-0.031516815501114626,-0.054656976562413084
235,188,0.6683031065617522,0.6943555348127194,1.3366062131235044,1.3887110696254388,0.9334321262985907,0.9718586000521282,-0.052104856501934416,-0.026052428250967208,-0.03842647375353747
236,165,0.6718902777971643,0.7005367733377216,1.3437805555943285,1.4010735466754431,0.9263717581959213,0.968121742542918,-0.05729299108111463,-0.028646495540557315,-0.04174998434699673
237,180,0.671257747375857,0.689939117633107,1.342515494751714,1.379878235266214,0.9036345399591066,0.9624230304460893,-0.03736274051450006,-0.01868137025725003,-0.05878849048698276
238,160,0.6381066220895036,0.6802190767935938,1.2762132441790073,1.3604381535871877,0.9121589349077894,0.9645740090299655,-0.08422490940818039,-0.042112454704090196,-0.05241507412217605
239,176,0.6717913627179122,0.693988034509015,1.3435827254358244,1.38797606901803,0.9178536271992113,0.9714842250193219,-0.0443933435822057,-0.02219667179110285,-0.05363059782011059
240,193,0.6920261136566813,0.6990257590327793,1.3840522273133626,1.3980515180655586,0.9402480096018009,0.9780156574311234,-0.01399929075219597,-0.006999645376097985,-0.037767647829322515
241,203,0.6784715017664529,0.6960057913298764,1.3569430035329058,1.3920115826597528,0.9199005873463183,0.9656172009945659,-0.03506857912684702,-0.01753428956342351,-0.04571661364824764
242,180,0.6761119405527812,0.6875701566502207,1.3522238811055625,1.3751403133004414,0.9359593485504577,0.9682590292596451,-0.022916432194878933,-0.011458216097439466,-0.03229968070918743
243,205,0.6803100808793411,0.6965943004255196,1.3606201617586822,1.3931886008510392,0.9146705996168577,0.9765874097152514,-0.03256843909235707,-0.016284219546178536,-0.06191681009839367
244,181,0.6581745342150219,0.6964243067731676,1.3163490684300438,1.3928486135463352,0.9353403484615155,0.9706112525649597,-0.07649954511629131,-0.038249772558145656,-0.035270904103444245
245,172,0.6760184199126875,0.6794062804266527,1.352036839825375,1.3588125608533055,0.930388186863413,0.9634026985915994,-0.006775721027930448,-0.003387860513965224,-0.03301451172818648
246,194,0.6789704029819857,0.6952626859077855,1.3579408059639715,1.390525371815571,0.9407005161342836,0.97994285530334,-0.03258456585159952,-0.01629228292579976,-0.039242339169056395
247,185,0.6751400709243076,0.6939319966095757,1.3502801418486152,1.3878639932191514,0.9203391244366813,0.9672075412165346,-0.037583851370536214,-0.018791925685268107,-0.04686841677985332
248,182,0.6517483320809462,0.687660581028946,1.3034966641618924,1.375321162057892,0.9247393814905831,0.9668312742692999,-0.07182449789599965,-0.035912248947999825,-0.04209189277871683
249,183,0.6528889694672013,0.6806623046120773,1.3057779389344026,1.3613246092241547,0.9274379978054577,0.9736044948001357,-0.05554667028975202,-0.02777333514487601,-0.04616649699467801
250,199,0.6658585775377381,0.6841648577289853,1.3317171550754763,1.3683297154579706,0.9061903307201503,0.9631172443659533,-0.036612560382494275,-0.018306280191247137,-0.056926913645802935
251,171,0.6620377954878938,0.6886409448602854,1.3240755909757875,1.3772818897205708,0.9248114026314639,0.9683398404970062,-0.05320629874478322,-0.02660314937239161,-0.04352843786554228
252,202,0.6690106706702518,0.6888255807542776,1.3380213413405035,1.3776511615085552,0.9139258607958746,0.9743920432737323,-0.03962982016805161,-0.019814910084025805,-0.06046618247785773
253,162,0.6497935707325267,0.6839319389055959,1.2995871414650535,1.3678638778111918,0.9219799477139414,0.9736293765698457,-0.06827673634613829,-0.034138368173069145,-0.05164942885590429
254,179,0.6566269684085428,0.6915495561007413,1.3132539368170857,1.3830991122014826,0.9322305759116581,0.9716120314432456,-0.06984517538439694,-0.03492258769219847,-0.03938145553158745
255,179,0.642957561967463,0.698210334333415,1.285915123934926,1.39642066866683,0.8975446981888119,0.9526515027787387,-0.11050554473190388,-0.05525277236595194,-0.05510680458992678
256,204,0.6807383132812981,0.6829054285508183,1.3614766265625962,1.3658108571016365,0.9243342784231365,0.9743264586407576,-0.004334230539040362,-0.002167115269520181,-0.049992180217621085
257,170,0.667034573682987,0.6887864177939392,1.334069147365974,1.3775728355878785,0.922335844579262,0.9715005022631069,-0.043503688221904424,-0.021751844110952212,-0.049164657683844926
258,178,0.6680104287409935,0.6849985099597917,1.336020857481987,1.3699970199195834,0.927362096085221,0.9568105514139579,-0.03397616243759649,-0.016988081218798246,-0.029448455328736856
259,194,0.6727888481205184,0.6866661917483062,1.3455776962410368,1.3733323834966125,0.9180619441902524,0.9622680908035816,-0.027754687255575616,-0.013877343627787808,-0.04420614661332911
260,180,0.678768081819422,0.6943461536180515,1.357536163638844,1.388692307236103,0.9197645076218844,0.9696112201687993,-0.031156143597258934,-0.015578071798629467,-0.04984671254691486
261,197,0.6570941440462067,0.6867158954797172,1.3141882880924134,1.3734317909594345,0.9265352529104034,0.959941387221837,-0.05924350286702107,-0.029621751433510535,-0.03340613431143358
262,186,0.6560295475476113,0.6963527213661891,1.3120590950952227,1.3927054427323782,0.9239747300265984,0.9812578861030502,-0.0806463476371555,-0.04032317381857775,-0.05728315607645185
263,187,0.676541153032637,0.6884116241629136,1.353082306065274,1.3768232483258271,0.9307280473655591,0.965221027907516,-0.023740942260553233,-0.011870471130276616,-0.03449298054195682
264,186,0.6869117287308726,0.7073079424681296,1.3738234574617452,1.4146158849362591,0.9268188806958567,0.9721284087639888,-0.04079242747451395,-0.020396213737256974,-0.04530952806813204
265,191,0.6801816493003828,0.69876305287543,1.3603632986007657,1.39752610575086,0.9254073124375655,0.9650146662692979,-0.037162807150094235,-0.018581403575047117,-0.03960735383173242
266,159,0.6880639589952048,0.6826063794904171,1.3761279179904096,1.3652127589808343,0.9210140731676407,0.9664402254013943,0.010915159009575293,0.005457579504787646,-0.04542615223375357
267,206,0.6780095292867133,0.6960061641816951,1.3560190585734266,1.3920123283633903,0.9211808775438336,0.9668112898009245,-0.035993269789963644,-0.017996634894981822,-0.04563041225709086
268,186,0.6717818792466409,0.6953389557848985,1.3435637584932818,1.390677911569797,0.919789246824206,0.9782964434138828,-0.04711415307651512,-0.02355707653825756,-0.058507196589676735
269,153,0.6567579777377424,0.6941908773344703,1.3135159554754847,1.3883817546689405,0.9309787072732221,0.9620565686056716,-0.07486579919345582,-0.03743289959672791,-0.031077861332449497
270,162,0.691606860998246,0.6858087733305193,1.383213721996492,1.3716175466610385,0.9371908394763104,0.9605553631186008,0.01159617533545343,0.005798087667726715,-0.023364523642290358
271,183,0.6547202632814074,0.6731776453291254,1.3094405265628148,1.3463552906582508,0.9141983354740884,0.9668893856362673,-0.036914764095435926,-0.018457382047717963,-0.0526910501621789
272,191,0.6664483975183414,0.6884716893671596,1.3328967950366828,1.3769433787343193,0.9332697714028089,0.9732338327507251,-0.04404658369763648,-0.02202329184881824,-0.03996406134791619
273,201,0.6558667066558059,0.6962281733709688,1.3117334133116119,1.3924563467419375,0.9270537305368376,0.9700087933100204,-0.08072293343032566,-0.04036146671516283,-0.04295506277318284
274,205,0.6711880226468058,0.6927646917716564,1.3423760452936115,1.385529383543313,0.9287122754762817,0.9727233377325438,-0.043153338249701356,-0.021576669124850678,-0.04401106225626217
275,181,0.6780248850553338,0.6958790744907147,1.3560497701106675,1.3917581489814295,0.9392197694954433,0.973792754160756,-0.03570837887076195,-0.017854189435380974,-0.03457298466531267
276,201,0.678381389911154,0.6885135978422502,1.356762779822308,1.3770271956845004,0.9218906374230228,0.973371485363749,-0.020264415862192298,-0.010132207931096149,-0.05148084794072616
277,182,0.6519948879758304,0.6770190535496529,1.3039897759516608,1.3540381070993057,0.9245691454371091,0.9720084312270864,-0.05004833114764495,-0.025024165573822477,-0.04743928578997725
278,198,0.6477114585705478,0.682656466461402,1.2954229171410956,1.365312932922804,0.9121445173649954,0.9654650999993983,-0.06989001578170839,-0.034945007890854196,-0.05332058263440298
279,193,0.6644980973499318,0.6786278747770109,1.3289961946998636,1.3572557495540218,0.9375382791313828,0.9559326634305063,-0.02825955485415821,-0.014129777427079104,-0.018394384299123545
280,140,0.6828119708297132,0.6899325691494388,1.3656239416594265,1.3798651382988776,0.9496844854450657,0.9667810443474499,-0.014241196639451115,-0.007120598319725557,-0.017096558902384262
281,204,0.6600223188979706,0.6966141873151976,1.3200446377959412,1.3932283746303953,0.9135438487228174,0.9689269415926095,-0.07318373683445412,-0.03659186841722706,-0.05538309286979215
282,203,0.6719763724152422,0.7072771547827604,1.3439527448304844,1.4145543095655209,0.9190076528116704,0.9667989842676985,-0.07060156473503643,-0.03530078236751821,-0.0477913314560281
283,190,0.6476245252075588,0.6942535160155521,1.2952490504151175,1.3885070320311041,0.9357922315026953,0.9715254677685332,-0.09325798161598664,-0.04662899080799332,-0.03573323626583791
284,214,0.6556933307711796,0.6977109455702377,1.3113866615423593,1.3954218911404754,0.9127678575229929,0.9696026497453154,-0.08403522959811616,-0.04201761479905808,-0.05683479222232246
285,211,0.6644807803643505,0.6909135114253485,1.328961560728701,1.381827022850697,0.9103771954676737,0.9644417815537127,-0.05286546212199594,-0.02643273106099797,-0.054064586086039035
286,193,0.6757154158646604,0.6966241902293843,1.3514308317293209,1.3932483804587685,0.9283654855903729,0.9699098969430573,-0.04181754872944765,-0.020908774364723826,-0.041544411352684385
287,185,0.6574661401981896,0.6851044703026646,1.3149322803963792,1.3702089406053293,0.9258575234370837,0.9739569796448796,-0.05527666020895006,-0.02763833010447503,-0.048099456207795876
288,206,0.6662432412140132,0.7059791571877754,1.3324864824280265,1.4119583143755507,0.9152359089072903,0.9760542431150202,-0.07947183194752427,-0.03973591597376214,-0.06081833420772986
289,165,0.6622093625716561,0.7015492395694455,1.3244187251433122,1.403098479138891,0.9239812522780386,0.9734005204723783,-0.0786797539955788,-0.0393398769977894,-0.04941926819433973
290,192,0.6541597628609518,0.6885730102296407,1.3083195257219036,1.3771460204592814,0.9090945476058232,0.9609405093758212,-0.06882649473737779,-0.03441324736868889,-0.051845961769998006
291,210,0.6907351000904889,0.7019860140946519,1.3814702001809778,1.4039720281893038,0.9155077823485143,0.9631153779792248,-0.022501828008326008,-0.011250914004163004,-0.047607595630710486
292,164,0.6545949874436022,0.6934728234940885,1.3091899748872045,1.386945646988177,0.929163869024013,0.9791498550798025,-0.07775567210097245,-0.038877836050486225,-0.04998598605578941
293,205,0.6408015670466797,0.6823171031800197,1.2816031340933594,1.3646342063600394,0.9112969892426871,0.9704882027775423,-0.08303107226668005,-0.041515536133340025,-0.059191213534855236
294,192,0.7010737498818745,0.7096863063730097,1.402147499763749,1.4193726127460193,0.9284194159207156,0.9702018765195581,-0.017225112982270252,-0.008612556491135126,-0.0417824605988425
295,182,0.6447132705939298,0.6793909456590814,1.2894265411878596,1.3587818913181628,0.9221813308425293,0.9754416780362405,-0.06935535013030325,-0.034677675065151625,-0.0532603471937112
296,192,0.6963550331306572,0.7030274107944948,1.3927100662613143,1.4060548215889896,0.9280721163026804,0.9564634072811626,-0.013344755327675317,-0.006672377663837659,-0.028391290978482253
297,195,0.6449338398439258,0.6818370506286924,1.2898676796878517,1.3636741012573848,0.9283361309600902,0.9666738941284555,-0.0738064215695331,-0.03690321078476655,-0.038337763168365346
298,188,0.6615626699698678,0.67775375123367,1.3231253399397356,1.35550750246734,0.9195517779427221,0.9583189547483699,-0.0323821625276044,-0.0161910812638022,-0.038767176805647785
299,191,0.6709302078233703,0.6815763546207806,1.3418604156467406,1.3631527092415612,0.9298307873457071,0.9635067264687569,-0.021292293594820544,-0.010646146797410272,-0.03367593912304978
300,194,0.6512255367727329,0.6758481045170877,1.3024510735454657,1.3516962090341753,0.9242789365861093,0.9728510626967698,-0.04924513548870957,-0.024622567744354784,-0.04857212611066053
301,198,0.6726668724634124,0.6840090308598152,1.3453337449268248,1.3680180617196305,0.9147148164583647,0.9679579741267911,-0.022684316792805692,-0.011342158396402846,-0.053243157668426355
302,191,0.6632313775545824,0.6781639563128848,1.3264627551091648,1.3563279126257697,0.916983352368901,0.9645333270231269,-0.0298651575166049,-0.01493257875830245,-0.047549974654225835
303,186,0.6698021542320118,0.6862021572256326,1.3396043084640237,1.3724043144512652,0.9365716059884535,0.968795368108196,-0.03280000598724153,-0.016400002993620766,-0.03222376211974254
304,169,0.6810547028196704,0.69035072029452,1.3621094056393408,1.38070144058904,0.9289450110971799,0.9636967471924045,-0.0185920349496993,-0.00929601747484965,-0.03475173609522464
305,191,0.6742813659445173,0.6913245089581352,1.3485627318890345,1.3826490179162705,0.9209757294763488,0.9696337449599189,-0.03408628602723596,-0.01704314301361798,-0.04865801548357018
306,195,0.666950694785546,0.6911870272412273,1.333901389571092,1.3823740544824545,0.9141845431318623,0.9710165617036038,-0.048472664911362484,-0.024236332455681242,-0.05683201857174158
307,163,0.6534312437149632,0.6957430375074012,1.3068624874299264,1.3914860750148024,0.9321804178097598,0.9702421887640462,-0.08462358758487598,-0.04231179379243799,-0.03806177095428642
308,227,0.6782217758950505,0.6967750215410076,1.356443551790101,1.3935500430820151,0.9020042201068783,0.9671719745335438,-0.03710649129191412,-0.01855324564595706,-0.06516775442666545
309,188,0.6634556383709591,0.7039619694981497,1.3269112767419182,1.4079239389962994,0.923700284826835,0.9683646341897952,-0.0810126622543812,-0.0405063311271906,-0.044664349362960265
310,207,0.6760925162501427,0.6924024115069657,1.3521850325002853,1.3848048230139314,0.8978749779972232,0.9706523081406636,-0.03261979051364605,-0.016309895256823026,-0.07277733014344046
311,172,0.6616649360863516,0.6837074853516993,1.3233298721727031,1.3674149707033987,0.937012401220559,0.973041099476424,-0.04408509853069553,-0.022042549265347766,-0.03602869825586508
312,197,0.67128280014042,0.70327197347847,1.34256560028084,1.40654394695694,0.9065748354428664,0.9652353580571413,-0.06397834667610014,-0.03198917333805007,-0.0586605226142749
313,167,0.676780865285008,0.7041832862749295,1.353561730570016,1.408366572549859,0.9256843695600244,0.9690205953599855,-0.05480484197984303,-0.027402420989921517,-0.0433362257999611
314,197,0.6438214315700267,0.6857914347184907,1.2876428631400534,1.3715828694369814,0.914251715727359,0.9679638182181844,-0.083940006296928,-0.041970003148464,-0.053712102490825475
315,204,0.6882135896277691,0.7120154464627694,1.3764271792555383,1.4240308929255387,0.9004070546503268,0.964601729985829,-0.04760371367000049,-0.023801856835000246,-0.06419467533550227
316,138,0.6630912204643258,0.7050846429726959,1.3261824409286516,1.4101692859453918,0.920565303936562,0.9679098814150128,-0.08398684501674025,-0.041993422508370126,-0.04734457747845078
317,168,0.7031082525285139,0.6995819075557134,1.4062165050570279,1.3991638151114267,0.9385545327791367,0.970812789376649,0.007052689945601154,0.003526344972800577,-0.03225825659751236
318,175,0.652032295101229,0.6917390449712,1.304064590202458,1.3834780899424,0.9165268804797259,0.9700151997907278,-0.07941349973994205,-0.039706749869971025,-0.05348831931100195
