cloud_id,slice_id,area,perimeter
11,-1,10426,2524
11,0,46,84
11,1,246,274
11,2,768,524
11,3,1392,762
11,4,2110,984
11,5,3008,1202
11,6,4142,1436
11,7,5442,1602
11,8,6766,1730
11,9,8162,1796
11,10,9550,1890
11,11,10934,2072
11,12,12328,2324
11,13,13532,2708
11,14,14582,2922
11,15,15614,3164
11,16,16618,3360
11,17,17502,3664
11,18,18122,3986
11,19,18608,4142
11,20,19060,4258
11,21,19386,4458
11,22,19666,4590
11,23,19982,4684
11,24,20270,4722
11,25,20520,4794
11,26,20674,4876
11,27,20752,4936
11,28,20820,4992
11,29,20852,5044
12,-1,14757,2462
12,0,114,120
12,1,608,458
12,2,1472,624
12,3,2470,760
12,4,3796,978
12,5,5152,1120
12,6,6434,1346
12,7,7752,1464
12,8,9046,1580
12,9,10354,1718
12,10,11736,1824
12,11,13300,1920
12,12,14812,2012
12,13,16320,2112
12,14,17670,2264
12,15,18966,2426
12,16,20122,2522
12,17,21434,2702
12,18,22476,2964
12,19,23584,3080
12,20,24654,3304
12,21,25578,3594
12,22,26430,3872
12,23,27090,4192
12,24,27562,4386
12,25,28036,4450
12,26,28492,4518
12,27,28930,4696
12,28,29332,4766
12,29,29514,4922
13,-1,6628,1794
13,0,92,98
13,1,318,254
13,2,616,352
13,3,898,492
13,4,1082,610
13,5,1354,758
13,6,1676,862
13,7,1954,922
13,8,2166,1034
13,9,2218,1124
13,10,2274,1200
13,11,2480,1304
13,12,2830,1518
13,13,3376,1748
13,14,4010,2072
13,15,4860,2346
13,16,5770,2572
13,17,6668,2700
13,18,7572,2786
13,19,8470,2826
13,20,9356,2918
13,21,10224,2988
13,22,10922,3076
13,23,11464,3216
13,24,11874,3270
13,25,12262,3326
13,26,12660,3410
13,27,12956,3464
13,28,13196,3532
13,29,13256,3586
14,-1,3414,1274
14,0,100,122
14,1,346,292
14,2,770,402
14,3,1238,464
14,4,1702,518
14,5,2156,648
14,6,2444,894
14,7,2696,1086
14,8,2950,1180
14,9,3216,1264
14,10,3450,1422
14,11,3694,1538
14,12,4086,1618
14,13,4484,1684
14,14,4876,1730
14,15,5178,1758
14,16,5340,1842
14,17,5506,1870
14,18,5686,1918
