cloud_id,slice_id,area,perimeter
11,-1,12891,2718
11,0,94,118
11,1,388,264
11,2,924,474
11,3,1652,718
11,4,2430,900
11,5,3308,1004
11,6,4220,1062
11,7,5272,1284
11,8,6616,1490
11,9,8118,1616
11,10,9354,1832
11,11,10466,1930
11,12,11670,2020
11,13,12880,2122
11,14,14182,2296
11,15,15714,2558
11,16,17426,2754
11,17,18992,3022
11,18,20324,3344
11,19,21212,3692
11,20,21838,3904
11,21,22310,4034
11,22,22850,4218
11,23,23322,4418
11,24,23928,4680
11,25,24534,4860
11,26,25024,5080
11,27,25390,5146
11,28,25704,5278
11,29,25782,5434
12,-1,6761,1648
12,0,40,66
12,1,122,138
12,2,184,228
12,3,412,434
12,4,846,614
12,5,1550,734
12,6,2456,830
12,7,3464,888
12,8,4482,980
12,9,5482,1096
12,10,6486,1158
12,11,7602,1250
12,12,8430,1440
12,13,9088,1598
12,14,9760,1756
12,15,10322,1926
12,16,10770,2102
12,17,11128,2272
12,18,11424,2414
12,19,11790,2476
12,20,12116,2564
12,21,12344,2688
12,22,12486,2736
12,23,12612,2798
12,24,12742,2880
12,25,13018,3052
12,26,13248,3138
12,27,13368,3216
12,28,13468,3248
12,29,13522,3292
13,-1,3273,1040
13,0,30,42
13,1,100,92
13,2,236,164
13,3,416,214
13,4,584,284
13,5,760,350
13,6,978,422
13,7,1198,542
13,8,1518,668
13,9,1888,804
13,10,2162,866
13,11,2462,950
13,12,2824,1046
13,13,3210,1088
13,14,3618,1124
13,15,4032,1176
13,16,4388,1240
13,17,4708,1312
13,18,4998,1386
13,19,5278,1454
13,20,5540,1530
13,21,5782,1588
13,22,5988,1652
13,23,6166,1730
13,24,6314,1848
13,25,6398,1954
13,26,6482,2002
13,27,6518,2040
13,28,6540,2060
13,29,6546,2076
14,-1,22186,3532
14,0,208,126
14,1,832,342
14,2,1400,498
14,3,1748,876
14,4,3190,1316
14,5,5200,1494
14,6,7260,1646
14,7,8858,2034
14,8,10494,2304
14,9,12470,2458
14,10,14216,2572
14,11,16162,2944
14,12,18288,3206
14,13,20610,3420
14,14,22612,3536
14,15,24702,3816
14,16,27008,4134
14,17,29486,4316
14,18,32112,4458
14,19,34500,4718
14,20,36916,4952
14,21,39310,5282
14,22,40714,5712
14,23,41666,6006
14,24,42176,6170
14,25,42738,6310
14,26,43266,6526
14,27,43736,6728
14,28,44140,6944
14,29,44372,7062
15,-1,11273,2024
15,0,50,88
15,1,148,156
15,2,254,262
15,3,398,418
15,4,674,560
15,5,1244,778
15,6,2288,1098
15,7,3770,1266
15,8,5302,1318
15,9,6894,1398
15,10,8374,1498
15,11,9726,1572
15,12,10978,1652
15,13,12182,1752
15,14,13354,1828
15,15,14562,1986
15,16,15902,2166
15,17,17148,2278
15,18,18418,2404
15,19,19250,2628
15,20,19822,2854
15,21,20402,3072
15,22,20730,3226
15,23,20984,3344
15,24,21306,3522
15,25,21676,3630
15,26,21962,3716
15,27,22138,3766
15,28,22390,3904
15,29,22546,4044
16,-1,3380,1328
16,0,86,126
16,1,320,232
16,2,626,290
16,3,998,380
16,4,1266,472
16,5,1644,596
16,6,2072,670
16,7,2522,754
16,8,2892,870
16,9,3230,1036
16,10,3604,1238
16,11,3972,1414
16,12,4280,1496
16,13,4562,1598
16,14,4840,1688
16,15,5110,1818
16,16,5328,1922
16,17,5466,2062
16,18,5488,2122
16,19,5558,2174
16,20,5656,2194
16,21,5772,2252
16,22,5854,2332
16,23,5958,2380
16,24,6114,2422
16,25,6290,2474
16,26,6462,2510
16,27,6618,2564
16,28,6710,2606
16,29,6760,2650
17,-1,6212,1502
17,0,50,76
17,1,226,160
17,2,478,308
17,3,1020,466
17,4,1624,526
17,5,2072,646
17,6,2454,750
17,7,2950,846
17,8,3508,1012
17,9,4080,1094
17,10,4766,1270
17,11,5606,1402
17,12,6348,1516
17,13,7032,1640
17,14,7630,1752
17,15,8180,1808
17,16,8716,1922
17,17,9308,1980
17,18,9850,2034
17,19,10328,2092
17,20,10818,2160
17,21,11128,2296
17,22,11346,2416
17,23,11466,2530
17,24,11676,2660
17,25,11986,2760
17,26,12190,2824
17,27,12346,2906
17,28,12400,2958
17,29,12424,3002
18,-1,7173,1452
18,0,74,66
18,1,220,140
18,2,390,218
18,3,682,376
18,4,1186,502
18,5,1804,550
18,6,2508,602
18,7,3122,676
18,8,3786,848
18,9,4628,964
18,10,5418,1082
18,11,6142,1146
18,12,6914,1194
18,13,7642,1268
18,14,8322,1302
18,15,8976,1368
18,16,9696,1436
18,17,10460,1544
18,18,11194,1702
18,19,11858,1868
18,20,12468,2114
18,21,12770,2360
18,22,13000,2488
18,23,13200,2564
18,24,13446,2614
18,25,13712,2674
18,26,13968,2732
18,27,14162,2802
18,28,14300,2844
18,29,14346,2900
19,-1,9155,1628
19,0,200,128
19,1,544,194
19,2,818,268
19,3,1070,372
19,4,1448,464
19,5,1910,554
19,6,2336,646
19,7,2626,770
19,8,2994,950
19,9,3626,1232
19,10,4520,1450
19,11,5638,1548
19,12,6770,1604
19,13,7908,1686
19,14,8980,1732
19,15,9986,1808
19,16,11016,1942
19,17,12224,2000
19,18,13270,2134
19,19,14142,2210
19,20,14950,2300
19,21,15650,2428
19,22,16268,2502
19,23,16848,2598
19,24,17320,2756
19,25,17678,2948
19,26,17920,3060
19,27,18132,3112
19,28,18274,3204
19,29,18310,3254
20,-1,7718,2584
20,0,124,82
20,1,340,166
20,2,592,230
20,3,866,342
20,4,1264,446
20,5,1552,504
20,6,1814,604
20,7,2012,688
20,8,2334,788
20,9,2774,834
20,10,3230,908
