cloud_id,slice_id,area,perimeter
9,-1,161664,13104
9,0,732,392
9,1,3710,1298
9,2,9280,2522
9,3,16112,3130
9,4,24412,3892
9,5,31966,4738
9,6,37184,5824
9,7,44040,6678
9,8,54506,8038
9,9,65994,9018
9,10,76408,9762
9,11,87396,10764
9,12,100260,11300
9,13,116042,11978
9,14,132360,12802
9,15,151096,13846
9,16,171992,14784
9,17,194322,15500
9,18,216544,16174
9,19,238352,16968
9,20,255274,18456
9,21,267744,19396
9,22,279088,20396
9,23,291808,21488
9,24,300502,22480
9,25,306994,23600
9,26,313016,24462
9,27,318914,25418
9,28,322324,25816
9,29,323328,26206
10,-1,3271,712
10,0,32,32
10,1,88,68
10,2,184,104
10,3,312,134
10,4,462,156
10,5,638,184
10,6,820,230
10,7,1024,254
10,8,1238,276
10,9,1474,334
10,10,1754,416
10,11,2036,464
10,12,2346,490
10,13,2646,554
10,14,2880,638
10,15,3126,734
10,16,3460,810
10,17,3876,880
10,18,4290,912
10,19,4664,940
10,20,5030,960
10,21,5368,1010
10,22,5666,1078
10,23,5916,1128
10,24,6130,1182
10,25,6308,1222
10,26,6442,1294
10,27,6484,1348
10,28,6524,1396
10,29,6542,1422
12,-1,4121,1180
12,0,32,38
12,1,116,102
12,2,280,208
12,3,580,344
12,4,936,504
12,5,1466,654
12,6,2070,746
12,7,2652,836
12,8,3304,920
12,9,3908,1062
12,10,4438,1246
12,11,4826,1328
12,12,5170,1382
12,13,5500,1422
12,14,5774,1472
12,15,5968,1526
12,16,6078,1596
12,17,6204,1664
12,18,6388,1712
12,19,6654,1776
12,20,6886,1834
12,21,7108,1864
12,22,7316,1902
12,23,7478,1958
12,24,7632,2008
12,25,7760,2076
12,26,7904,2144
12,27,8026,2220
12,28,8150,2262
12,29,8242,2352
13,-1,5442,1374
13,0,28,40
13,1,90,66
13,2,122,128
13,3,254,264
13,4,636,444
13,5,1254,648
13,6,1986,726
13,7,2676,786
13,8,3328,836
13,9,4038,964
13,10,4760,1084
13,11,5522,1150
13,12,6352,1200
13,13,7128,1320
13,14,7822,1428
13,15,8462,1518
13,16,8850,1682
13,17,9116,1884
13,18,9226,2030
13,19,9326,2068
13,20,9462,2104
13,21,9608,2130
13,22,9768,2166
