cloud_id,slice_id,area,perimeter
5,-1,8526,1444
5,0,142,140
5,1,374,198
5,2,594,244
5,3,954,368
5,4,1478,498
5,5,2080,624
5,6,2666,726
5,7,3302,814
5,8,4058,918
5,9,4888,1020
5,10,5752,1106
5,11,6596,1244
5,12,7432,1322
5,13,8292,1420
5,14,9194,1462
5,15,10008,1576
5,16,10820,1750
5,17,11606,1812
5,18,12434,1932
5,19,13200,2014
5,20,13906,2098
5,21,14512,2214
5,22,14952,2350
5,23,15354,2408
5,24,15822,2462
5,25,16178,2550
5,26,16506,2642
5,27,16774,2736
5,28,16950,2810
5,29,17052,2882
6,-1,3227,1178
6,0,16,34
6,1,94,132
6,2,268,222
6,3,534,350
6,4,954,470
6,5,1388,556
6,6,1794,682
6,7,2136,842
6,8,2420,960
6,9,2774,1016
6,10,3116,1084
6,11,3402,1172
6,12,3578,1282
6,13,3742,1340
6,14,3946,1444
6,15,4170,1516
6,16,4410,1562
6,17,4650,1620
6,18,4904,1688
6,19,5108,1802
6,20,5294,1896
6,21,5514,1974
6,22,5746,2062
6,23,5936,2132
6,24,6076,2176
6,25,6208,2208
6,26,6304,2242
6,27,6396,2280
6,28,6436,2308
6,29,6454,2346
7,-1,5482,1294
7,0,16,36
7,1,108,106
7,2,244,172
7,3,408,272
7,4,550,378
7,5,834,566
7,6,1220,740
7,7,1628,852
7,8,2096,1008
7,9,2614,1232
7,10,3190,1480
7,11,3794,1582
7,12,4400,1608
7,13,4994,1632
7,14,5602,1670
7,15,6164,1744
7,16,6654,1808
7,17,7140,1858
7,18,7620,1910
7,19,8034,1966
7,20,8426,1986
7,21,8816,2028
7,22,9198,2080
7,23,9578,2106
7,24,9978,2164
7,25,10390,2238
7,26,10732,2330
7,27,10914,2494
7,28,10958,2566
7,29,10964,2586
8,-1,4932,1362
8,0,72,60
8,1,212,102
8,2,376,146
8,3,542,262
8,4,924,362
8,5,1448,472
8,6,1990,554
8,7,2646,704
8,8,3360,822
8,9,4106,888
8,10,4758,946
8,11,5328,1004
8,12,5846,1078
8,13,6336,1126
8,14,6692,1286
8,15,6908,1358
8,16,7032,1470
8,17,7256,1554
8,18,7470,1650
8,19,7678,1750
8,20,7806,1894
8,21,8078,2060
8,22,8448,2188
8,23,8838,2254
8,24,9148,2310
8,25,9398,2406
8,26,9538,2478
8,27,9660,2554
8,28,9814,2646
8,29,9864,2722
9,-1,18165,3810
9,0,204,178
9,1,582,434
9,2,836,568
9,3,1128,712
9,4,1560,838
9,5,2252,1124
9,6,3520,1424
9,7,4890,1624
9,8,6248,1736
9,9,7352,1950
9,10,8112,2186
9,11,9098,2616
9,12,10926,3078
9,13,13096,3342
9,14,15142,3694
9,15,17080,3986
9,16,18946,4216
9,17,20968,4444
9,18,23186,4546
9,19,25334,4734
9,20,27480,4978
9,21,29116,5270
9,22,30412,5442
9,23,31550,5802
9,24,32518,6072
9,25,33562,6578
9,26,34492,7032
9,27,35412,7222
9,28,36040,7398
9,29,36330,7606
10,-1,3063,942
10,0,34,42
10,1,100,106
10,2,240,166
10,3,430,224
10,4,654,256
10,5,900,296
10,6,1202,332
10,7,1542,394
10,8,1864,440
10,9,2202,542
10,10,2580,656
10,11,2872,770
10,12,3034,810
10,13,3206,876
10,14,3416,960
10,15,3668,1074
10,16,3948,1178
10,17,4252,1220
10,18,4556,1266
10,19,4846,1322
10,20,5126,1398
10,21,5332,1516
