cloud_id,slice_id,area,perimeter
12,-1,46619,9240
12,0,522,416
12,1,1798,1034
12,2,4472,1632
12,3,6384,1926
12,4,8458,2144
12,5,10820,2396
12,6,12530,3014
12,7,13698,3394
12,8,15776,3680
12,9,18814,4470
12,10,23892,5750
12,11,29556,6844
12,12,34160,7500
12,13,38992,8034
12,14,43550,9086
12,15,48466,10026
12,16,53232,10840
12,17,58308,11612
12,18,63840,12386
12,19,68524,12926
12,20,73642,13380
12,21,77904,14184
12,22,80658,15050
12,23,82960,15738
12,24,85346,15956
12,25,87996,16532
12,26,90560,17192
12,27,91910,17726
12,28,92966,18252
12,29,93238,18476
13,-1,3445,1474
13,0,66,76
13,1,186,122
13,2,340,216
13,3,622,370
13,4,946,530
13,5,1358,626
13,6,1766,744
13,7,2148,882
13,8,2390,978
13,9,2640,1054
13,10,2898,1124
13,11,3178,1202
13,12,3472,1326
13,13,3780,1472
13,14,4094,1608
13,15,4414,1728
13,16,4732,1828
13,17,5040,1924
13,18,5316,2022
13,19,5562,2142
13,20,5806,2256
13,21,6020,2356
13,22,6248,2458
13,23,6474,2538
13,24,6656,2618
13,25,6782,2740
13,26,6842,2848
13,27,6868,2898
13,28,6884,2930
13,29,6890,2946
14,-1,9359,1746
14,0,86,76
14,1,224,172
14,2,312,244
14,3,494,338
14,4,714,464
14,5,1030,546
14,6,1424,608
14,7,1882,688
14,8,2420,782
14,9,3160,1038
14,10,4330,1258
14,11,5708,1338
14,12,7026,1500
14,13,8400,1670
14,14,9796,1782
14,15,11254,1826
14,16,12632,1974
14,17,13850,2066
14,18,15106,2116
14,19,16414,2230
14,20,17258,2656
14,21,17674,2832
14,22,17956,2914
14,23,18122,3058
14,24,18212,3172
14,25,18244,3218
14,26,18378,3286
14,27,18534,3358
14,28,18692,3434
14,29,18718,3490
15,-1,3349,786
15,0,38,62
15,1,170,146
15,2,368,190
15,3,634,246
15,4,932,344
15,5,1288,436
15,6,1640,496
15,7,2000,556
15,8,2396,612
15,9,2786,646
15,10,3180,670
15,11,3572,702
15,12,3980,726
15,13,4238,756
15,14,4496,770
15,15,4744,798
15,16,4980,858
15,17,5220,900
15,18,5482,924
15,19,5744,942
15,20,5976,984
15,21,6188,1042
15,22,6358,1126
15,23,6480,1228
15,24,6554,1328
15,25,6622,1448
15,26,6654,1500
15,27,6676,1532
15,28,6688,1550
15,29,6698,1568
16,-1,6515,1798
16,0,74,56
16,1,240,190
16,2,460,292
16,3,834,486
16,4,1428,628
16,5,1976,838
16,6,2636,1196
16,7,3194,1390
16,8,3730,1474
16,9,4414,1634
16,10,5152,1722
16,11,5774,1782
16,12,6356,1830
16,13,6896,1894
16,14,7318,1968
16,15,7772,2092
16,16,8196,2246
16,17,8584,2482
16,18,8982,2552
16,19,9414,2632
16,20,9854,2682
16,21,10254,2728
16,22,10602,2792
16,23,11078,2922
16,24,11572,3034
16,25,12038,3162
16,26,12510,3284
16,27,12848,3416
16,28,12982,3542
16,29,13030,3594
17,-1,22038,3188
17,0,116,92
17,1,698,506
17,2,2062,948
17,3,3806,1234
17,4,5638,1414
17,5,7434,1720
17,6,9488,1978
17,7,11702,2214
17,8,14106,2420
17,9,16634,2606
17,10,19292,2832
17,11,21870,3312
17,12,24092,3780
17,13,26094,4082
17,14,27998,4252
17,15,29664,4340
17,16,31372,4394
17,17,33078,4524
17,18,34530,4744
17,19,35964,4822
17,20,37314,4928
17,21,38672,4994
17,22,40046,5060
17,23,41194,5218
17,24,42086,5444
17,25,42728,5704
17,26,43234,5840
17,27,43748,6066
17,28,44036,6304
17,29,44076,6372
18,-1,9352,1998
18,0,64,82
18,1,250,204
18,2,626,464
18,3,1002,620
18,4,1318,696
18,5,1652,776
18,6,2126,928
18,7,2722,982
18,8,3290,1176
18,9,3668,1368
18,10,4092,1636
18,11,4782,1872
18,12,5728,2144
18,13,6740,2286
18,14,7614,2438
18,15,8380,2504
18,16,9146,2588
18,17,10052,2700
18,18,11030,2796
18,19,12062,2920
18,20,13172,3004
18,21,14344,3060
18,22,15524,3152
18,23,16530,3310
18,24,17358,3390
18,25,17982,3542
18,26,18404,3686
18,27,18616,3862
18,28,18674,3948
18,29,18704,3994
19,-1,11381,3172
19,0,42,60
19,1,178,178
19,2,394,266
19,3,738,362
19,4,1170,488
19,5,1802,618
19,6,2600,834
19,7,3482,1014
19,8,4488,1222
19,9,5630,1506
19,10,6858,1800
19,11,7998,2184
19,12,9304,2624
19,13,10642,2864
19,14,11988,3114
19,15,13482,3504
19,16,14988,3874
19,17,16352,4264
19,18,17562,4590
19,19,18604,4758
19,20,19586,4950
19,21,20484,5330
19,22,21148,5590
19,23,21790,5860
19,24,22204,6026
19,25,22404,6146
19,26,22530,6202
19,27,22636,6246
19,28,22712,6300
19,29,22762,6336
20,-1,8349,1922
20,0,82,104
20,1,386,202
20,2,732,344
20,3,1184,456
20,4,1734,514
20,5,2356,576
20,6,2990,614
20,7,3552,728
20,8,4104,860
20,9,4676,1010
20,10,5400,1172
20,11,6372,1304
20,12,7430,1394
20,13,8412,1442
20,14,9396,1570
20,15,10158,1742
20,16,10806,2024
20,17,11358,2202
20,18,11804,2426
20,19,12400,2546
20,20,13056,2644
20,21,13664,2826
20,22,14176,2956
20,23,14794,3170
20,24,15318,3272
20,25,15754,3326
20,26,16170,3434
20,27,16430,3592
20,28,16626,3702
20,29,16698,3842
21,-1,5459,1984
21,0,116,80
21,1,388,264
21,2,772,392
21,3,1188,442
21,4,1596,510
21,5,1876,726
21,6,1936,812
21,7,2038,890
21,8,2210,1002
21,9,2396,1054
21,10,2656,1124
21,11,3038,1292
21,12,3506,1526
21,13,3992,1744
21,14,4534,1920
21,15,5020,2028
21,16,5324,2222
21,17,5548,2410
21,18,5794,2676
21,19,6296,2936
21,20,6966,3056
21,21,7690,3116
21,22,8352,3202
21,23,9026,3332
21,24,9600,3420
21,25,10102,3532
21,26,10574,3614
21,27,10844,3840
21,28,10890,3936
21,29,10918,3966
22,-1,21558,4284
22,0,230,140
22,1,720,336
22,2,1604,612
22,3,2678,1026
22,4,4090,1444
22,5,5608,2074
22,6,7524,2682
22,7,10118,3236
22,8,12646,3774
22,9,14822,4128
22,10,16978,4360
22,11,18784,4736
22,12,20274,4972
22,13,21614,5174
22,14,22966,5288
22,15,24654,5594
22,16,26702,5816
22,17,28688,6018
22,18,30822,6214
22,19,33248,6344
22,20,35724,6462
22,21,37880,6862
22,22,39670,7282
22,23,40982,7738
22,24,41696,7960
22,25,42296,8070
22,26,42714,8190
22,27,42884,8330
22,28,43002,8432
22,29,43116,8558
23,-1,4956,1512
23,0,20,26
23,1,44,72
23,2,156,162
23,3,316,270
23,4,612,428
23,5,996,566
23,6,1398,768
23,7,1894,874
23,8,2388,978
23,9,2930,1080
23,10,3512,1154
23,11,4100,1266
23,12,4780,1412
23,13,5478,1520
23,14,6204,1660
23,15,7002,1758
23,16,7744,1888
23,17,8332,2106
23,18,8764,2326
23,19,9032,2492
23,20,9240,2576
23,21,9426,2634
23,22,9594,2712
23,23,9686,2812
23,24,9762,2872
23,25,9810,2912
23,26,9844,2940
23,27,9876,2984
23,28,9900,3006
23,29,9912,3022
24,-1,3145,1620
24,0,24,24
24,1,54,68
24,2,164,172
24,3,366,266
24,4,598,328
24,5,826,396
24,6,1008,480
24,7,1176,600
24,8,1302,700
24,9,1424,830
24,10,1606,940
24,11,1870,1096
24,12,2242,1360
24,13,2740,1596
24,14,3314,1682
24,15,3864,1812
24,16,4376,1978
24,17,4744,2170
24,18,5094,2364
24,19,5458,2604
24,20,5798,2780
24,21,5996,2932
24,22,6090,3046
24,23,6156,3084
24,24,6190,3134
24,25,6236,3166
24,26,6258,3192
24,27,6272,3210
24,28,6282,3226
24,29,6290,3236
25,-1,5598,1504
25,0,88,80
25,1,272,210
25,2,446,354
25,3,630,536
25,4,848,674
25,5,1106,836
25,6,1630,948
25,7,2264,1068
25,8,2852,1180
25,9,3488,1298
25,10,4074,1356
25,11,4644,1454
25,12,5012,1560
25,13,5336,1626
25,14,5702,1684
25,15,6058,1764
25,16,6546,1824
25,17,7076,1974
25,18,7656,2020
25,19,8232,2102
25,20,8804,2188
25,21,9320,2318
25,22,9700,2412
25,23,9984,2520
25,24,10242,2598
25,25,10468,2714
25,26,10722,2770
25,27,10954,2820
25,28,11094,2938
25,29,11196,3002
26,-1,3441,896
26,0,54,62
26,1,196,176
26,2,354,304
26,3,606,396
26,4,890,436
26,5,1202,464
26,6,1542,498
26,7,1958,570
26,8,2382,614
26,9,2814,658
26,10,3220,714
26,11,3624,828
26,12,4074,920
26,13,4542,996
26,14,4818,1066
26,15,5108,1126
26,16,5416,1178
26,17,5712,1260
26,18,5966,1346
26,19,6172,1404
26,20,6346,1462
26,21,6454,1554
26,22,6546,1590
26,23,6600,1622
26,24,6656,1654
26,25,6724,1692
26,26,6780,1716
26,27,6822,1742
26,28,6862,1758
26,29,6882,1786
27,-1,44402,5404
27,0,292,276
27,1,1124,700
27,2,2632,1248
27,3,4926,1490
27,4,7452,1728
27,5,10598,2078
27,6,14682,2550
27,7,18984,3000
27,8,22658,3492
27,9,25938,3646
27,10,29232,3724
27,11,32442,3876
27,12,36042,4098
27,13,39804,4202
27,14,43782,4410
27,15,48324,4772
27,16,53338,5390
27,17,58540,5786
27,18,63824,6000
27,19,69026,6226
27,20,73516,6874
27,21,77380,7686
27,22,80480,8848
27,23,83224,9626
27,24,84866,9982
27,25,86062,10130
27,26,86940,10282
27,27,87836,10402
27,28,88598,10562
27,29,88804,10806
28,-1,3109,994
28,0,62,54
28,1,188,114
28,2,340,190
28,3,560,252
28,4,836,374
28,5,1126,476
28,6,1376,600
28,7,1664,692
28,8,1932,772
28,9,2214,860
28,10,2438,922
28,11,2696,976
28,12,2886,1006
28,13,3082,1048
28,14,3310,1100
28,15,3526,1156
28,16,3754,1204
28,17,3968,1276
28,18,4180,1332
28,19,4488,1414
28,20,4842,1474
28,21,5176,1520
28,22,5466,1562
28,23,5714,1616
28,24,5958,1696
28,25,6076,1804
28,26,6112,1856
28,27,6160,1902
28,28,6210,1962
28,29,6218,1986
29,-1,4602,1788
29,0,24,40
29,1,94,118
29,2,218,176
29,3,388,250
29,4,598,380
29,5,934,522
29,6,1422,632
29,7,1918,704
29,8,2446,756
29,9,2944,898
29,10,3366,1114
29,11,3728,1272
29,12,4158,1438
29,13,4506,1616
29,14,4904,1766
29,15,5330,1938
29,16,5776,2066
29,17,6254,2244
29,18,6860,2408
29,19,7438,2512
29,20,7932,2740
29,21,8228,2934
29,22,8440,3146
29,23,8512,3268
29,24,8622,3312
29,25,8788,3368
29,26,8970,3422
29,27,9076,3478
29,28,9186,3540
29,29,9204,3574
30,-1,11185,2988
30,0,158,162
30,1,590,358
30,2,1204,512
30,3,1834,760
30,4,2752,1152
30,5,3586,1550
30,6,4084,1888
30,7,4682,2176
30,8,5506,2456
30,9,6252,2714
30,10,7230,2914
30,11,8544,3054
30,12,9936,3214
30,13,11570,3470
30,14,13408,3610
30,15,14940,3862
30,16,16272,4030
30,17,17428,4244
30,18,18300,4542
30,19,18978,4682
30,20,19614,4770
30,21,20140,4860
30,22,20500,4946
30,23,20750,5090
30,24,20810,5184
30,25,21042,5358
30,26,21474,5470
30,27,21844,5622
30,28,22242,5784
30,29,22370,5966
31,-1,3268,940
31,0,16,22
31,1,62,42
31,2,138,126
31,3,276,170
31,4,412,190
31,5,606,278
31,6,876,336
31,7,1168,364
31,8,1462,396
31,9,1756,470
31,10,2024,510
31,11,2284,536
31,12,2544,572
31,13,2820,632
31,14,3114,718
31,15,3426,824
31,16,3772,918
31,17,4172,972
