bucket,slice_frac,D_true,D_mirror,delta_D
1000-2000,0.702929292929293,1.2636338623922136,1.0004673135415365,-0.26316654885067714
1000-2000,0.7128282828282828,1.2636338623922136,1.0089121619770143,-0.25472170041519937
1000-2000,0.7227272727272727,1.2636338623922136,1.0150475265674481,-0.24858633582476553
1000-2000,0.7326262626262626,1.2636338623922136,1.0243819038445678,-0.2392519585476458
1000-2000,0.7425252525252525,1.2636338623922136,1.0348766542239316,-0.22875720816828204
1000-2000,0.7524242424242424,1.2636338623922136,1.0493280559133578,-0.2143058064788559
1000-2000,0.7623232323232323,1.2636338623922136,1.0579218409002997,-0.20571202149191392
1000-2000,0.7722222222222221,1.2636338623922136,1.068810552002472,-0.19482331038974166
1000-2000,0.7821212121212121,1.2636338623922136,1.0780398446809167,-0.1855940177112969
1000-2000,0.792020202020202,1.2636338623922136,1.0889925566568333,-0.1746413057353804
1000-2000,0.8019191919191919,1.2636338623922136,1.1026772212200022,-0.16095664117221142
1000-2000,0.8118181818181818,1.2636338623922136,1.109053243750608,-0.15458061864160566
1000-2000,0.8217171717171717,1.2636338623922136,1.1259730050065258,-0.1376608573856879
1000-2000,0.8316161616161616,1.2636338623922136,1.132337629335875,-0.13129623305633875
1000-2000,0.8415151515151514,1.2636338623922136,1.1470718930063857,-0.11656196938582797
1000-2000,0.8514141414141414,1.2636338623922136,1.16125061400793,-0.1023832483842837
1000-2000,0.8613131313131313,1.2636338623922136,1.1733627399397646,-0.09027112245244906
1000-2000,0.8712121212121212,1.2636338623922136,1.1845345145334587,-0.07909934785875494
1000-2000,0.8811111111111111,1.2636338623922136,1.206599440438339,-0.05703442195387454
1000-2000,0.891010101010101,1.2636338623922136,1.2200997416989978,-0.04353412069321583
1000-2000,0.9009090909090909,1.2636338623922136,1.2464533865950262,-0.0171804757971874
1000-2000,0.9108080808080807,1.2636338623922136,1.2708132394067275,0.007179377014513877
1000-2000,0.9207070707070707,1.2636338623922136,1.290002093739415,0.026368231347201343
1000-2000,0.9306060606060605,1.2636338623922136,1.315524229512654,0.05189036712044026
1000-2000,0.9405050505050505,1.2636338623922136,1.3413450747007976,0.07771121230858391
1000-2000,0.9504040404040404,1.2636338623922136,1.370988334783649,0.10735447239143525
1000-2000,0.9603030303030302,1.2636338623922136,1.3942843309693778,0.13065046857716411
1000-2000,0.9702020202020202,1.2636338623922136,1.4156111849079511,0.15197732251573748
1000-2000,0.98010101010101,1.2636338623922136,1.4106559601435051,0.1470220977512915
1000-2000,0.99,1.2636338623922136,1.158164788241248,-0.10546907415096562
2000-4000,0.0198989898989899,1.3769613334973605,0.8628313852921939,-0.5141299482051666
2000-4000,0.029797979797979796,1.3769613334973605,1.2845961160174308,-0.09236521747992965
2000-4000,0.039696969696969696,1.3769613334973605,1.3703206770854788,-0.006640656411881718
2000-4000,0.049595959595959596,1.3769613334973605,1.3748172254900517,-0.002144108007308798
2000-4000,0.059494949494949496,1.3769613334973605,1.3711085500852296,-0.005852783412130913
2000-4000,0.06939393939393938,1.3769613334973605,1.3679246902019706,-0.00903664329538989
2000-4000,0.07929292929292929,1.3769613334973605,1.3649680082708773,-0.01199332522648322
2000-4000,0.08919191919191918,1.3769613334973605,1.3643254120221167,-0.012635921475243839
2000-4000,0.09909090909090908,1.3769613334973605,1.3646180355104813,-0.012343297986879165
2000-4000,0.10898989898989898,1.3769613334973605,1.362698432331124,-0.014262901166236519
2000-4000,0.11888888888888888,1.3769613334973605,1.363004560752971,-0.013956772744389445
2000-4000,0.12878787878787878,1.3769613334973605,1.3631889843634197,-0.013772349133940764
2000-4000,0.1386868686868687,1.3769613334973605,1.3640028165430411,-0.012958516954319377
2000-4000,0.1485858585858586,1.3769613334973605,1.363243272196342,-0.013718061301018603
2000-4000,0.15848484848484848,1.3769613334973605,1.361777012826357,-0.015184320671003393
2000-4000,0.16838383838383839,1.3769613334973605,1.359168146365432,-0.017793187131928567
2000-4000,0.1782828282828283,1.3769613334973605,1.3588849650283776,-0.018076368468982862
2000-4000,0.18818181818181817,1.3769613334973605,1.3552205619403015,-0.021740771557059002
2000-4000,0.19808080808080808,1.3769613334973605,1.3500600283365185,-0.026901305160841993
2000-4000,0.207979797979798,1.3769613334973605,1.3418774933378592,-0.03508384015950128
2000-4000,0.21787878787878787,1.3769613334973605,1.3394866220176895,-0.037474711479670963
2000-4000,0.22777777777777777,1.3769613334973605,1.334363956450102,-0.04259737704725852
2000-4000,0.23767676767676768,1.3769613334973605,1.3283239205195443,-0.04863741297781621
2000-4000,0.24757575757575756,1.3769613334973605,1.3198313431190347,-0.05712999037832578
2000-4000,0.25747474747474747,1.3769613334973605,1.3100262687828454,-0.06693506471451505
2000-4000,0.2673737373737374,1.3769613334973605,1.304776223796922,-0.07218510970043845
2000-4000,0.2772727272727273,1.3769613334973605,1.2916270141238935,-0.08533431937346703
2000-4000,0.2871717171717172,1.3769613334973605,1.282299129622772,-0.09466220387458857
2000-4000,0.29707070707070704,1.3769613334973605,1.2717099511271077,-0.10525138237025278
2000-4000,0.30696969696969695,1.3769613334973605,1.2606104131005313,-0.11635092039682915
2000-4000,0.31686868686868686,1.3769613334973605,1.2515534813630174,-0.12540785213434313
2000-4000,0.32676767676767676,1.3769613334973605,1.2373230490493716,-0.13963828444798887
2000-4000,0.33666666666666667,1.3769613334973605,1.2241513401826243,-0.15280999331473621
2000-4000,0.3465656565656566,1.3769613334973605,1.2156176378986239,-0.16134369559873663
2000-4000,0.3564646464646465,1.3769613334973605,1.2090617871502196,-0.16789954634714088
2000-4000,0.36636363636363634,1.3769613334973605,1.196385329573513,-0.18057600392384754
2000-4000,0.37626262626262624,1.3769613334973605,1.186506096565644,-0.1904552369317165
2000-4000,0.38616161616161615,1.3769613334973605,1.1766993193075541,-0.20026201418980638
2000-4000,0.39606060606060606,1.3769613334973605,1.1595415871045247,-0.2174197463928358
2000-4000,0.40595959595959596,1.3769613334973605,1.1495061149435277,-0.22745521855383277
2000-4000,0.41585858585858587,1.3769613334973605,1.138613581202118,-0.2383477522952424
2000-4000,0.4257575757575757,1.3769613334973605,1.1243775681207333,-0.2525837653766272
2000-4000,0.43565656565656563,1.3769613334973605,1.1186376356271206,-0.2583236978702399
2000-4000,0.44555555555555554,1.3769613334973605,1.1065073539409793,-0.2704539795563812
2000-4000,0.45545454545454545,1.3769613334973605,1.0978976336541961,-0.27906369984316437
2000-4000,0.46535353535353535,1.3769613334973605,1.0866927047355524,-0.29026862876180815
2000-4000,0.47525252525252526,1.3769613334973605,1.0759687120224632,-0.30099262147489725
2000-4000,0.4851515151515151,1.3769613334973605,1.0659910996885917,-0.31097023380876876
2000-4000,0.495050505050505,1.3769613334973605,1.0585942665145287,-0.3183670669828318
2000-4000,0.5049494949494949,1.3769613334973605,1.043364822247902,-0.33359651124945855
2000-4000,0.5148484848484849,1.3769613334973605,1.034780721254472,-0.34218061224288854
