cloud_id,slice_id,area,perimeter
8,-1,6392,2058
8,0,20,30
8,1,134,106
8,2,388,254
8,3,754,526
8,4,1288,718
8,5,1876,810
8,6,2524,860
8,7,3156,942
8,8,3728,1050
8,9,4286,1144
8,10,4890,1254
8,11,5538,1472
8,12,5872,1644
8,13,6228,1710
8,14,6644,1776
8,15,7068,1916
8,16,7584,2068
8,17,8148,2306
8,18,8786,2544
8,19,9512,2806
8,20,10050,3024
8,21,10476,3166
8,22,10930,3394
8,23,11390,3536
8,24,11856,3598
8,25,12240,3710
8,26,12464,3830
8,27,12632,3952
8,28,12750,4062
8,29,12784,4114
9,-1,16689,2386
9,0,136,164
9,1,670,388
9,2,1392,678
9,3,2262,930
9,4,3270,1110
9,5,4440,1314
9,6,5880,1576
9,7,7524,1760
9,8,9476,1910
9,9,11582,2032
9,10,13570,2172
9,11,15478,2316
9,12,17190,2440
9,13,18740,2554
9,14,20266,2718
9,15,21542,2932
9,16,22712,3202
9,17,23692,3320
9,18,24682,3426
9,19,25748,3492
9,20,26770,3610
9,21,27784,3684
9,22,28856,3764
9,23,29870,3840
9,24,30850,3940
9,25,31816,4102
9,26,32556,4372
9,27,32940,4546
9,28,33244,4646
9,29,33378,4770
10,-1,13398,2716
10,0,86,78
10,1,376,284
10,2,1070,578
10,3,1782,742
10,4,2672,1074
10,5,3694,1334
10,6,5012,1790
10,7,6670,2344
10,8,8370,2642
10,9,9992,2746
10,10,11550,2804
10,11,13092,2846
10,12,14676,2942
10,13,16214,3036
10,14,17638,3144
10,15,18842,3278
10,16,19908,3428
10,17,20764,3794
10,18,21384,3906
10,19,22060,3952
10,20,22784,4080
10,21,23584,4232
10,22,24494,4318
10,23,25306,4522
10,24,25774,4836
10,25,26134,4984
10,26,26348,5192
10,27,26508,5256
10,28,26696,5328
10,29,26796,5428
11,-1,10571,2162
11,0,82,86
11,1,294,304
11,2,876,480
11,3,1504,638
11,4,2262,746
11,5,2988,898
11,6,3886,1098
11,7,4914,1264
11,8,5980,1416
11,9,7182,1568
11,10,8484,1708
11,11,9848,1824
11,12,11252,1946
11,13,12530,2190
11,14,13538,2390
11,15,14504,2536
11,16,15514,2664
11,17,16446,2910
11,18,17028,3056
11,19,17588,3112
11,20,18046,3228
11,21,18386,3344
11,22,18696,3404
11,23,19052,3670
11,24,19472,3794
11,25,19956,3848
11,26,20436,3952
11,27,20808,4060
11,28,21054,4188
11,29,21142,4322
12,-1,7181,2120
12,0,134,140
12,1,422,280
12,2,814,446
12,3,1230,514
12,4,1516,570
12,5,1670,684
12,6,1814,820
12,7,2190,1086
12,8,2890,1326
12,9,3652,1524
12,10,4676,1650
12,11,5786,1710
12,12,6906,1762
12,13,7986,1906
12,14,8982,2134
12,15,9830,2362
12,16,10526,2560
12,17,11026,2738
12,18,11292,2866
12,19,11542,3024
12,20,11782,3174
12,21,12240,3318
12,22,12772,3404
12,23,13180,3550
12,24,13480,3690
12,25,13792,3760
12,26,14012,3890
12,27,14156,4082
12,28,14302,4188
12,29,14362,4234
13,-1,5085,1062
13,0,20,30
13,1,94,88
13,2,276,166
13,3,482,276
13,4,724,450
13,5,996,536
13,6,1336,634
13,7,1772,736
13,8,2112,816
13,9,2544,912
13,10,3022,1058
13,11,3530,1172
13,12,3998,1216
13,13,4470,1242
13,14,4948,1298
13,15,5466,1356
13,16,5990,1424
13,17,6520,1462
13,18,7040,1492
13,19,7538,1514
13,20,8022,1572
13,21,8462,1622
13,22,8892,1654
13,23,9310,1680
13,24,9644,1790
13,25,9826,1896
13,26,9928,1958
13,27,10028,2006
13,28,10132,2054
13,29,10170,2122
14,-1,4477,956
14,0,28,26
14,1,92,68
14,2,174,138
14,3,350,234
14,4,626,330
14,5,932,388
14,6,1274,464
14,7,1644,542
14,8,2038,564
14,9,2398,606
14,10,2738,666
14,11,3088,698
14,12,3462,742
14,13,3876,796
14,14,4300,816
14,15,4708,874
14,16,5206,982
14,17,5734,1026
14,18,6224,1090
14,19,6660,1186
14,20,7054,1278
14,21,7456,1360
14,22,7874,1430
14,23,8258,1500
14,24,8602,1620
14,25,8804,1778
14,26,8882,1844
14,27,8904,1868
14,28,8934,1888
14,29,8954,1904
15,-1,6730,1794
15,0,86,152
15,1,294,358
15,2,684,558
15,3,1306,746
15,4,2242,874
15,5,3482,1066
15,6,4814,1154
15,7,5984,1232
15,8,7202,1292
15,9,8366,1432
15,10,9272,1692
15,11,9984,1954
15,12,10370,2110
15,13,10628,2256
15,14,10802,2410
15,15,10932,2568
15,16,11146,2674
15,17,11448,2828
15,18,11764,2910
15,19,12024,2972
15,20,12262,3016
15,21,12434,3054
15,22,12538,3102
15,23,12660,3178
15,24,12824,3236
15,25,12966,3282
15,26,13090,3322
15,27,13252,3442
15,28,13410,3486
15,29,13460,3582
16,-1,3525,902
16,0,46,84
16,1,132,160
16,2,178,244
16,3,270,292
16,4,362,328
16,5,502,392
16,6,686,444
16,7,942,494
16,8,1224,536
16,9,1498,572
16,10,1812,604
16,11,2184,664
16,12,2594,722
16,13,2934,784
16,14,3320,874
16,15,3762,912
16,16,4178,970
16,17,4542,1024
16,18,4834,1082
16,19,5050,1158
16,20,5270,1194
16,21,5516,1226
16,22,5758,1270
16,23,6026,1348
16,24,6310,1432
16,25,6586,1518
16,26,6796,1644
16,27,6946,1718
16,28,7026,1758
16,29,7050,1800
17,-1,4619,1256
17,0,36,36
17,1,114,74
17,2,208,122
17,3,338,192
17,4,542,316
17,5,846,378
17,6,1176,428
17,7,1438,482
17,8,1708,576
17,9,1984,666
17,10,2258,706
17,11,2574,812
17,12,2958,904
17,13,3368,1082
17,14,3868,1180
17,15,4442,1274
17,16,4998,1320
17,17,5594,1372
17,18,6206,1426
17,19,6866,1488
17,20,7426,1576
17,21,7872,1764
17,22,8178,1906
17,23,8428,2054
17,24,8730,2156
17,25,8914,2230
17,26,9054,2292
17,27,9146,2382
17,28,9222,2472
17,29,9238,2508
18,-1,3088,840
18,0,26,40
18,1,84,130
18,2,294,248
18,3,630,316
18,4,1028,356
18,5,1452,386
18,6,1898,436
18,7,2300,528
18,8,2582,636
18,9,2884,696
18,10,3200,724
18,11,3512,776
18,12,3834,878
18,13,4210,988
18,14,4574,1064
18,15,4848,1144
18,16,4974,1198
18,17,5092,1230
18,18,5190,1258
18,19,5302,1314
18,20,5488,1350
18,21,5676,1376
18,22,5830,1412
18,23,5958,1466
18,24,6038,1538
18,25,6068,1570
18,26,6098,1590
18,27,6126,1614
18,28,6150,1640
18,29,6176,1674
19,-1,9543,2302
19,0,94,110
19,1,326,238
19,2,762,376
19,3,1214,554
19,4,1670,662
19,5,2248,800
19,6,3014,904
19,7,3674,1040
19,8,4052,1164
19,9,4344,1218
19,10,4634,1322
19,11,4996,1426
19,12,5434,1518
19,13,6180,1778
19,14,7246,1958
19,15,8382,2176
19,16,9416,2432
19,17,10460,2590
19,18,11598,2688
19,19,12646,2854
19,20,13634,3050
19,21,14468,3226
19,22,15360,3356
19,23,16292,3522
19,24,17050,3760
19,25,17764,3920
19,26,18292,4072
19,27,18744,4260
19,28,19024,4512
19,29,19086,4602
20,-1,124508,11108
20,0,1280,604
20,1,4970,1648
20,2,12622,3342
20,3,21958,4014
20,4,32422,4328
20,5,43552,4568
20,6,53142,5348
20,7,63578,6486
20,8,75046,7622
20,9,85516,8560
20,10,95880,9556
20,11,105288,10066
20,12,113884,10480
20,13,122092,10788
20,14,130112,11138
20,15,137940,12034
20,16,145894,13096
20,17,155288,13860
20,18,166828,15004
20,19,178696,15780
20,20,190860,16044
20,21,201496,16490
20,22,211138,16840
20,23,219438,17660
20,24,226198,18524
20,25,231390,18738
20,26,237384,19214
20,27,244410,19800
20,28,247986,21360
20,29,249016,22212
21,-1,3392,922
21,0,50,44
21,1,134,130
21,2,344,286
21,3,642,458
21,4,986,584
21,5,1316,678
21,6,1710,752
21,7,2130,842
21,8,2396,926
21,9,2626,962
21,10,2878,994
21,11,3122,1016
21,12,3378,1060
21,13,3600,1116
21,14,3820,1166
21,15,4018,1200
21,16,4276,1294
21,17,4570,1328
21,18,4840,1386
21,19,5116,1448
21,20,5380,1484
21,21,5644,1510
21,22,5898,1560
21,23,6124,1586
21,24,6348,1618
21,25,6520,1676
21,26,6624,1730
21,27,6704,1768
21,28,6760,1820
21,29,6784,1838
22,-1,5853,1904
22,0,52,78
22,1,320,258
22,2,720,472
22,3,1074,752
22,4,1594,1008
22,5,2204,1198
22,6,2848,1372
22,7,3454,1520
22,8,4102,1704
22,9,4780,1840
22,10,5426,1968
22,11,6054,2040
22,12,6672,2160
22,13,7306,2282
22,14,7866,2440
22,15,8300,2572
22,16,8656,2686
22,17,8970,2752
22,18,9252,2830
22,19,9576,2948
22,20,9966,3086
22,21,10342,3248
22,22,10672,3346
22,23,10976,3400
22,24,11216,3470
22,25,11442,3574
22,26,11558,3654
22,27,11614,3718
22,28,11686,3766
22,29,11706,3806
23,-1,15325,3072
23,0,134,94
23,1,350,244
23,2,566,330
23,3,986,574
23,4,1770,966
23,5,3022,1376
23,6,4882,1584
23,7,6872,1914
23,8,8394,2150
23,9,9712,2274
23,10,11070,2446
23,11,12558,2572
23,12,14054,2710
23,13,15500,2990
23,14,16740,3250
23,15,17794,3534
23,16,18956,3802
23,17,20178,4042
23,18,21348,4250
