cloud_id,slice_id,area,perimeter
8,-1,9430,2500
8,0,48,72
8,1,186,164
8,2,540,394
8,3,1134,602
8,4,1820,748
8,5,2440,858
8,6,3106,936
8,7,3914,1056
8,8,4824,1254
8,9,5722,1462
8,10,6578,1658
8,11,7298,1822
8,12,7816,1976
8,13,8260,2064
8,14,8894,2216
8,15,9830,2402
8,16,10946,2606
8,17,12216,2822
8,18,13438,3160
8,19,14648,3412
8,20,15602,3676
8,21,16356,3896
8,22,16960,4144
8,23,17320,4300
8,24,17746,4474
8,25,18068,4574
8,26,18336,4738
8,27,18572,4806
8,28,18798,4890
8,29,18860,4996
9,-1,3360,794
9,0,26,26
9,1,44,56
9,2,94,130
9,3,242,198
9,4,398,230
9,5,630,352
9,6,976,406
9,7,1400,452
9,8,1842,478
9,9,2308,518
9,10,2796,546
9,11,3146,608
9,12,3424,668
9,13,3706,718
9,14,3964,788
9,15,4220,820
9,16,4482,880
9,17,4700,926
9,18,4892,966
9,19,5090,1002
9,20,5288,1048
9,21,5470,1106
9,22,5746,1208
9,23,6010,1260
9,24,6252,1320
9,25,6436,1398
9,26,6572,1454
9,27,6620,1522
9,28,6684,1544
9,29,6720,1578
10,-1,6824,1958
10,0,40,72
10,1,138,200
10,2,358,396
10,3,858,634
10,4,1434,926
10,5,2226,1086
10,6,3132,1256
10,7,4318,1404
10,8,5462,1612
10,9,6508,1894
10,10,7262,2128
10,11,7792,2278
10,12,8326,2384
10,13,8924,2514
10,14,9402,2638
10,15,9808,2824
10,16,10058,2954
10,17,10368,3042
10,18,10790,3154
10,19,11222,3246
10,20,11620,3342
10,21,11972,3422
10,22,12280,3460
10,23,12542,3520
10,24,12746,3584
10,25,12912,3628
10,26,13148,3698
10,27,13392,3742
10,28,13592,3826
10,29,13648,3914
11,-1,19059,3536
11,0,60,60
11,1,306,186
11,2,704,426
11,3,1386,552
11,4,1914,710
11,5,2334,838
11,6,2970,1114
11,7,4058,1324
11,8,5416,1620
11,9,7162,2230
11,10,8878,2982
11,11,11078,3462
11,12,13284,3686
11,13,15446,3910
11,14,18004,4340
11,15,20428,4714
11,16,22664,4856
11,17,24808,4982
11,18,26692,5134
11,19,28200,5242
11,20,29778,5394
11,21,31398,5486
11,22,32848,5590
11,23,34158,5736
11,24,35166,5982
11,25,36146,6334
11,26,37014,6526
11,27,37666,6744
11,28,38014,6972
11,29,38118,7070
12,-1,9635,2066
12,0,126,134
12,1,474,274
12,2,836,472
12,3,1440,698
12,4,2340,788
12,5,3432,970
12,6,4878,1084
12,7,6340,1158
12,8,7606,1370
12,9,8666,1466
12,10,9598,1536
12,11,10512,1648
12,12,11454,1724
12,13,12296,1826
12,14,13174,1926
12,15,13996,2102
12,16,14894,2348
12,17,15730,2652
12,18,16442,2856
12,19,16934,3042
12,20,17496,3202
12,21,17976,3356
12,22,18330,3516
12,23,18514,3594
12,24,18686,3704
12,25,18900,3838
12,26,19042,3966
12,27,19138,4036
12,28,19222,4080
12,29,19270,4126
13,-1,3738,974
13,0,42,76
13,1,180,170
13,2,432,290
13,3,670,340
13,4,942,380
13,5,1204,412
13,6,1484,442
13,7,1762,468
13,8,2024,506
13,9,2296,536
13,10,2556,572
13,11,2824,612
13,12,3130,652
13,13,3498,702
13,14,3894,768
13,15,4286,826
13,16,4692,892
13,17,5116,918
13,18,5554,944
13,19,6000,970
13,20,6386,1124
13,21,6660,1294
13,22,6878,1390
13,23,7014,1476
13,24,7152,1594
13,25,7274,1676
13,26,7364,1784
13,27,7438,1876
13,28,7456,1922
13,29,7476,1944
14,-1,59194,7102
14,0,424,312
14,1,950,584
14,2,2410,900
14,3,4702,1372
14,4,6766,1978
14,5,8828,2966
14,6,11344,3542
14,7,13486,3958
14,8,16300,4514
14,9,20034,5398
14,10,24656,6088
14,11,29942,6400
14,12,34384,6734
14,13,39132,7142
14,14,44684,7512
14,15,50382,7732
14,16,56230,8572
14,17,62388,9314
14,18,68940,10036
14,19,76606,10682
14,20,84758,10896
14,21,92574,11222
14,22,99442,11676
14,23,105506,12016
14,24,110032,12514
14,25,112958,13024
14,26,114754,13360
14,27,116302,13628
14,28,117706,13876
14,29,118388,14200
15,-1,3138,1316
15,0,34,56
15,1,118,160
15,2,290,248
15,3,520,376
15,4,776,484
15,5,1042,568
15,6,1326,642
15,7,1646,768
15,8,1952,912
15,9,2272,1062
15,10,2644,1228
15,11,3034,1320
15,12,3382,1388
15,13,3740,1474
15,14,4056,1544
15,15,4354,1620
15,16,4644,1676
15,17,4858,1832
15,18,4996,1952
15,19,5102,2052
15,20,5244,2166
15,21,5406,2276
15,22,5574,2318
15,23,5720,2360
15,24,5880,2406
15,25,6032,2458
15,26,6128,2516
15,27,6192,2540
15,28,6252,2582
15,29,6276,2630
16,-1,33530,4698
16,0,182,124
16,1,636,266
16,2,1588,560
16,3,2690,882
16,4,4142,1134
16,5,5248,1774
16,6,6110,2506
16,7,7658,3322
16,8,10538,3860
16,9,14146,4022
16,10,17688,4206
16,11,21360,4572
16,12,25642,4892
16,13,30028,5074
16,14,34028,5246
16,15,37614,5492
16,16,40928,5722
16,17,44142,5872
16,18,47750,6202
16,19,51210,6692
16,20,54702,7128
16,21,57636,7394
16,22,59956,7934
16,23,61656,8280
16,24,63162,8490
16,25,64428,8752
16,26,65442,8910
16,27,66224,9112
16,28,66782,9252
16,29,67060,9392
17,-1,4818,1096
17,0,40,44
17,1,136,116
17,2,402,252
17,3,684,344
17,4,1024,408
17,5,1350,460
17,6,1602,524
17,7,1806,576
17,8,2042,630
17,9,2316,754
17,10,2730,816
17,11,3178,868
17,12,3664,918
17,13,4154,976
17,14,4692,1064
17,15,5266,1120
17,16,5794,1170
17,17,6288,1224
17,18,6734,1294
17,19,7198,1350
17,20,7610,1414
17,21,7970,1462
17,22,8304,1512
17,23,8620,1612
17,24,8870,1712
17,25,9134,1824
17,26,9406,1962
17,27,9560,2082
17,28,9620,2160
17,29,9636,2190
18,-1,9315,1830
18,0,76,58
18,1,206,116
18,2,364,240
18,3,562,454
18,4,1008,692
18,5,1532,814
18,6,2056,948
18,7,2604,1034
18,8,3190,1114
18,9,3860,1252
18,10,4662,1326
18,11,5530,1474
18,12,6430,1670
18,13,7426,1784
18,14,8484,1968
18,15,9590,2068
18,16,10678,2148
18,17,11732,2290
18,18,12686,2422
18,19,13612,2566
18,20,14510,2646
18,21,15300,2746
18,22,16032,2798
18,23,16800,2840
18,24,17470,2998
18,25,17992,3156
18,26,18316,3308
18,27,18484,3454
18,28,18596,3598
18,29,18630,3658
19,-1,5259,1016
19,0,58,54
19,1,174,128
19,2,280,184
19,3,378,256
19,4,500,342
19,5,676,406
19,6,914,472
19,7,1228,564
19,8,1568,604
19,9,1914,642
19,10,2278,676
19,11,2674,720
19,12,3148,768
19,13,3674,842
19,14,4244,916
19,15,4802,992
19,16,5412,1056
19,17,6092,1144
19,18,6806,1244
19,19,7468,1316
19,20,8098,1372
19,21,8672,1452
19,22,9134,1552
19,23,9518,1654
19,24,9796,1716
19,25,9998,1778
19,26,10226,1806
19,27,10380,1866
19,28,10468,1962
19,29,10518,2026
20,-1,19175,2352
20,0,88,88
20,1,474,324
20,2,1026,618
20,3,1882,940
20,4,2932,1022
20,5,3778,1222
20,6,4750,1492
20,7,5682,1600
20,8,6722,1770
20,9,8038,1938
20,10,9432,2026
20,11,10892,2164
20,12,12434,2332
20,13,14136,2386
20,14,15842,2434
20,15,17608,2480
20,16,19414,2534
20,17,21204,2610
20,18,22932,2756
20,19,24626,2862
20,20,26372,2914
20,21,28188,3026
20,22,29914,3128
20,23,31708,3206
20,24,33632,3330
20,25,35596,3566
20,26,36918,3986
20,27,37712,4266
20,28,38178,4490
20,29,38350,4700
21,-1,30008,4290
21,0,454,232
21,1,1134,362
21,2,1532,516
21,3,1842,714
21,4,2340,1018
21,5,2908,1366
21,6,4408,1650
21,7,5922,1806
21,8,7242,1954
21,9,8928,2204
21,10,11192,2466
21,11,13764,2716
21,12,16448,2950
21,13,18954,3208
21,14,22062,3670
21,15,25940,4224
21,16,30318,4586
21,17,34244,4942
21,18,38142,5234
21,19,41922,5620
21,20,45700,6026
21,21,49234,6288
21,22,52302,6710
21,23,54864,6938
21,24,56840,7344
21,25,58076,7640
21,26,59036,7974
21,27,59544,8184
21,28,59908,8428
21,29,60016,8578
22,-1,30182,4140
22,0,152,140
22,1,748,446
22,2,1926,760
22,3,3484,1044
22,4,5174,1212
22,5,6750,1352
22,6,8296,1556
22,7,10042,1862
22,8,11544,2140
22,9,13652,2704
22,10,16366,2958
22,11,19168,3228
22,12,22280,3394
22,13,25426,3492
22,14,28474,3724
22,15,31782,4034
22,16,35902,4454
22,17,40190,5006
22,18,44026,5456
22,19,47462,5674
22,20,50594,5832
22,21,53434,6216
22,22,55304,6706
22,23,56620,7060
22,24,57876,7436
22,25,58946,7626
22,26,59746,7916
22,27,60146,8114
22,28,60302,8224
22,29,60364,8278
23,-1,3882,1106
23,0,66,90
23,1,214,208
23,2,402,268
23,3,672,352
23,4,960,432
23,5,1226,486
23,6,1492,546
23,7,1776,598
23,8,2074,648
23,9,2330,738
23,10,2584,810
23,11,2854,876
23,12,3122,918
23,13,3388,964
23,14,3652,1014
23,15,3920,1038
23,16,4172,1094
23,17,4428,1146
23,18,4680,1202
23,19,4962,1314
23,20,5340,1360
23,21,5746,1382
23,22,6166,1434
23,23,6562,1544
23,24,6940,1710
23,25,7238,1904
23,26,7458,2026
23,27,7612,2066
23,28,7740,2160
23,29,7764,2210
24,-1,3401,1262
24,0,10,16
24,1,34,54
24,2,52,88
24,3,120,140
24,4,218,168
24,5,404,242
24,6,638,366
24,7,860,482
24,8,1162,636
24,9,1512,746
24,10,1886,806
24,11,2262,864
24,12,2690,930
24,13,3176,990
24,14,3616,1054
24,15,4084,1158
24,16,4454,1312
24,17,4754,1422
24,18,5098,1560
24,19,5440,1708
24,20,5730,1854
24,21,6040,1990
24,22,6260,2130
24,23,6406,2262
24,24,6514,2350
24,25,6624,2372
24,26,6686,2386
24,27,6748,2432
24,28,6784,2490
24,29,6802,2520
25,-1,6336,1362
25,0,54,86
25,1,204,196
25,2,458,372
25,3,852,522
25,4,1300,600
25,5,1708,674
25,6,2036,808
25,7,2362,932
25,8,2788,1000
25,9,3210,1050
25,10,3708,1162
25,11,4276,1220
25,12,4726,1294
25,13,5102,1340
25,14,5504,1408
25,15,5974,1490
25,16,6520,1558
25,17,7118,1592
25,18,7728,1674
25,19,8376,1760
25,20,9086,1842
25,21,9828,1876
25,22,10592,1930
25,23,11322,2028
25,24,11860,2244
25,25,12252,2386
25,26,12522,2536
25,27,12614,2642
25,28,12650,2680
25,29,12672,2722
26,-1,3711,1328
26,0,64,94
26,1,196,168
