cloud_id,slice_id,area,perimeter
10,-1,7699,1720
10,0,62,58
10,1,226,144
10,2,596,320
10,3,1254,436
10,4,1948,512
10,5,2700,638
10,6,3474,724
10,7,4142,894
10,8,4794,1072
10,9,5458,1228
10,10,6172,1420
10,11,6998,1600
10,12,7870,1848
10,13,8960,2046
10,14,9796,2224
10,15,10478,2378
10,16,10958,2490
10,17,11428,2546
10,18,11924,2622
10,19,12428,2694
10,20,12914,2740
10,21,13348,2822
10,22,13728,2894
10,23,14068,2938
10,24,14390,2976
10,25,14728,3068
10,26,14896,3208
10,27,15128,3304
10,28,15298,3354
10,29,15398,3438
11,-1,22551,3786
11,0,110,88
11,1,394,288
11,2,980,618
11,3,2108,1038
11,4,3368,1382
11,5,4812,1752
11,6,6132,2002
11,7,7864,2278
11,8,9868,2446
11,9,11906,2702
11,10,13686,3148
11,11,15342,3376
11,12,16828,3652
11,13,18178,3900
11,14,19896,4084
11,15,21674,4256
11,16,23544,4532
11,17,25906,4876
11,18,28442,5054
11,19,30462,5398
11,20,32786,5772
11,21,35122,5956
11,22,37066,6214
11,23,38798,6430
11,24,40458,6680
11,25,41938,6798
11,26,43332,6936
11,27,44300,7156
11,28,44932,7386
11,29,45102,7568
12,-1,6665,1776
12,0,60,68
12,1,260,196
12,2,798,444
12,3,1542,548
12,4,2268,624
12,5,2970,692
12,6,3642,764
12,7,4214,874
12,8,4748,1008
12,9,5382,1150
12,10,6008,1258
12,11,6650,1324
12,12,7366,1482
12,13,8088,1628
12,14,8730,1810
12,15,9122,2060
12,16,9440,2202
12,17,9900,2472
12,18,10588,2676
12,19,11186,2790
12,20,11712,2866
12,21,12182,2978
12,22,12484,3092
12,23,12642,3206
12,24,12808,3276
12,25,12972,3344
12,26,13098,3390
12,27,13208,3456
12,28,13296,3498
12,29,13330,3548
13,-1,10175,2284
13,0,66,96
13,1,356,374
13,2,1024,656
13,3,1766,808
13,4,2456,960
13,5,3184,1124
13,6,3958,1280
13,7,4804,1436
13,8,5668,1548
13,9,6630,1670
13,10,7648,1828
13,11,8734,2002
13,12,9844,2230
13,13,11062,2406
13,14,12360,2644
13,15,13674,2752
13,16,14900,2888
13,17,16038,3086
13,18,17010,3274
13,19,17748,3506
13,20,18202,3738
13,21,18700,3816
13,22,19160,3926
13,23,19534,4086
13,24,19822,4246
13,25,19994,4338
13,26,20090,4390
13,27,20212,4436
13,28,20308,4504
13,29,20350,4562
14,-1,12382,2472
14,0,52,54
14,1,284,124
14,2,604,232
14,3,918,326
14,4,1186,404
14,5,1432,548
14,6,2002,752
14,7,2936,1008
14,8,4088,1298
14,9,5202,1532
14,10,5974,1640
14,11,6730,1760
14,12,7500,1862
14,13,8252,1934
14,14,9168,2114
14,15,10596,2464
14,16,12510,2676
14,17,14304,2736
14,18,15970,2866
14,19,17294,3044
14,20,18422,3286
14,21,19360,3586
14,22,20402,3866
14,23,21518,4058
14,24,22518,4334
14,25,23306,4500
14,26,23982,4576
14,27,24508,4678
14,28,24710,4868
14,29,24764,4938
15,-1,12776,2072
15,0,50,50
15,1,184,210
15,2,562,448
15,3,1376,666
15,4,2340,820
15,5,3354,982
15,6,4318,1116
15,7,5316,1372
15,8,6408,1508
15,9,7588,1696
15,10,8996,1978
15,11,10428,2108
15,12,11816,2320
15,13,13180,2442
15,14,14530,2538
15,15,15886,2664
15,16,17348,2730
