cloud_id,slice_id,area,perimeter
3,-1,3543,1354
3,0,34,34
3,1,168,174
3,2,430,310
3,3,812,348
3,4,1222,402
3,5,1678,474
3,6,2042,632
3,7,2206,832
3,8,2308,980
3,9,2460,1170
3,10,2640,1248
3,11,2890,1352
3,12,3200,1388
3,13,3532,1444
3,14,3898,1498
3,15,4170,1532
3,16,4418,1560
3,17,4652,1596
3,18,4838,1628
3,19,5028,1662
3,20,5200,1734
3,21,5376,1824
3,22,5600,1962
3,23,5888,2060
3,24,6224,2182
3,25,6562,2302
3,26,6850,2440
3,27,7006,2580
3,28,7066,2672
3,29,7086,2704
4,-1,42783,5538
4,0,146,134
4,1,504,410
4,2,1442,680
4,3,2834,824
4,4,4834,1224
4,5,7634,1540
4,6,10960,1984
4,7,14962,2354
4,8,19554,2702
4,9,24734,2960
4,10,30000,3050
4,11,35324,3134
4,12,40770,3388
4,13,45798,3754
4,14,50120,4062
4,15,54678,4234
4,16,58886,4950
4,17,62910,5448
4,18,66678,6072
4,19,69810,7162
4,20,72176,7984
4,21,74408,8454
4,22,76702,8832
4,23,79354,9200
4,24,81686,9752
4,25,83304,10126
4,26,84390,10470
4,27,85132,10750
4,28,85476,10958
4,29,85566,11072
5,-1,7101,1348
5,0,70,110
5,1,154,224
5,2,360,310
5,3,664,354
5,4,924,404
5,5,1244,498
5,6,1608,544
5,7,2000,602
5,8,2446,656
5,9,3046,780
5,10,3790,988
5,11,4636,1144
5,12,5576,1248
5,13,6576,1304
5,14,7508,1402
5,15,8366,1434
5,16,9150,1506
5,17,9742,1590
5,18,10290,1634
5,19,10896,1738
5,20,11606,1886
5,21,12256,1946
5,22,12842,2010
5,23,13350,2098
5,24,13732,2290
5,25,13914,2484
5,26,13992,2550
5,27,14056,2614
5,28,14140,2646
5,29,14202,2692
6,-1,3581,1162
6,0,34,62
6,1,132,146
6,2,230,194
6,3,360,238
6,4,546,326
6,5,824,512
6,6,1134,692
6,7,1352,810
6,8,1548,850
6,9,1772,902
6,10,2052,1010
6,11,2400,1118
6,12,2816,1258
6,13,3250,1310
6,14,3746,1376
6,15,4314,1428
6,16,4832,1502
6,17,5286,1582
6,18,5730,1660
6,19,5996,1694
6,20,6248,1730
6,21,6480,1782
6,22,6682,1852
6,23,6840,1954
6,24,6964,2042
6,25,7032,2126
6,26,7074,2186
6,27,7112,2232
6,28,7152,2292
6,29,7162,2322
7,-1,65710,9208
7,0,652,402
7,1,2390,1216
7,2,5544,2090
7,3,11574,2946
7,4,17912,3380
7,5,25054,4592
7,6,36114,5902
7,7,46850,6734
7,8,56756,7556
7,9,66702,8476
7,10,75514,9498
7,11,82854,10518
7,12,88938,10970
7,13,93950,11540
7,14,96764,12284
7,15,98908,12582
7,16,101982,12878
7,17,105562,13262
7,18,108834,13744
7,19,111136,14510
7,20,112836,14902
7,21,114102,15110
7,22,115184,15556
7,23,117102,16120
7,24,120598,16572
7,25,124432,16832
7,26,127196,17208
7,27,129708,17600
7,28,130910,18092
7,29,131420,18414
8,-1,29112,3038
8,0,208,204
8,1,848,348
8,2,1530,454
8,3,2352,642
8,4,3766,1076
8,5,5874,1336
8,6,8486,1520
8,7,11218,1590
8,8,13936,1722
8,9,16554,1862
8,10,19382,2006
8,11,22286,2392
8,12,25284,2706
8,13,28476,2962
8,14,31784,3154
8,15,35104,3272
8,16,38322,3392
8,17,41334,3664
8,18,43894,3958
8,19,46262,4118
8,20,48628,4282
8,21,50854,4474
8,22,52968,4766
8,23,54546,5034
8,24,55754,5254
8,25,56698,5508
8,26,57348,5668
8,27,57736,5776
8,28,58082,5900
8,29,58224,6072
